product_id,product_name,category,sub_category,unit_price,weight_kg,supplier_id
PROD00045,Staples Item 45,Grocery,Staples,1445.08,18.12,SUP0003
PROD00046,Cameras Item 46,Electronics,Cameras,1328.16,23.51,SUP0007
PROD00047,TEAM SPORTS ITEM 47,Sports,TEAM SPORTS,9112.0,3.54,SUP0040
PROD00048,Bags Item 48,Fashion,Bags,2377.49,3.91,SUP0027
PROD00049,Cookware Item 49,Home & Kitchen,cookware,6753.73,22.55,SUP0042
PROD00050,CAMERAS ITEM 50,Electronics,cameras,5954.57,19.69,SUP0014
PROD00051,WOMEN CLOTHING ITEM 51,Fashion,WOMEN CLOTHING,908.26,6.3,SUP0012
PROD00052,Furniture Item 52,HOME & KITCHEN,Furniture,-4090.71,11.23,SUP0024
PROD00053,Fitness Item 53,Sports,Fitness,6504.74,21.19,SUP0028
PROD00054,Mobiles Item 54,Electronics,MOBILES,19665.65,14.95,SUP0019
PROD00055,Fiction Item 55,Books,Fiction,957.41,8.51,SUP0030
PROD00056,DECOR ITEM 56,HOME & KITCHEN,Decor,13856.33,18.48,SUP0052
PROD00057,Team Sports Item 57,Sports,team sports,,7.23,SUP0020
PROD00058,Comics Item 58,Books,Comics,1190.36,21.14,SUP0003
PROD00059,Fitness Item 59,Sports,Fitness,2878.05,8.81,SUP0012
PROD00060,MEN CLOTHING ITEM 60,FASHION,men clothing,2746.32,23.54,SUP0039
PROD00061,FITNESS ITEM 61,Sports,Fitness,4532.03,2.89,SUP0028
PROD00062,TEAM SPORTS ITEM 62,Sports,Team Sports,3153.91,6.43,SUP0021
PROD00063,Watches Item 63,Fashion,Watches,1304.53,10.93,SUP0030
PROD00064,Cycling Item 64,Sports,CYCLING,3382.73,20.81,SUP0059
PROD00065,Dairy Item 65,Grocery,Dairy,1123.79,15.85,SUP0034
PROD00066,Non-Fiction Item 66,Books,Non-Fiction,1345.12,19.33,SUP0032
PROD00067,children item 67,BOOKS,Children,934.99,15.8,SUP0051
PROD00068,Storage Item 68,Home & Kitchen,Storage,12500.69,12.7,SUP0030
PROD00069,Cameras Item 69,Electronics,Cameras,54588.47,20.28,SUP0054
PROD00070,Men Clothing Item 70,FASHION,Men Clothing,2301.24,10.25,SUP0022
PROD00071,Cookware Item 71,HOME & KITCHEN,Cookware,5890.48,3.8,SUP0006
PROD00072,Comics Item 72,Books,Comics,723.43,17.59,SUP0040
PROD00073,COMICS ITEM 73,Books,COMICS,1555.46,25.0,SUP0010
PROD00074,Yoga Item 74,Sports,YOGA,3891.85,19.29,SUP0052
PROD00075,Furniture Item 75,Home & Kitchen,Furniture,11323.01,19.62,SUP0058
PROD00076,Personal Care Item 76,Grocery,Personal Care,639.62,21.83,SUP0004
PROD00077,Accessories Item 77,Electronics,Accessories,51144.38,23.66,SUP0015
PROD00078,Snacks Item 78,GROCERY,snacks,140.78,17.88,SUP0022
PROD00079,Beverages Item 79,GROCERY,beverages,1360.67,23.51,SUP0039
PROD00080,Cookware Item 80,Home & Kitchen,cookware,11939.4,0.46,SUP0033
PROD00081,Accessories Item 81,Electronics,Accessories,21492.55,13.62,SUP0051
PROD00082,Snacks Item 82,Grocery,SNACKS,44.04,15.73,SUP0050
PROD00083,Appliances Item 83,Home & Kitchen,appliances,12481.2,3.41,SUP0046
PROD00084,Laptops Item 84,Electronics,Laptops,"53204.53,00",16.19,SUP0019
PROD00085,Decor Item 85,Home & Kitchen,decor,13358.87,12.43,SUP0032
PROD00086,Cameras Item 86,electronics,Cameras,5196.16,7.7,SUP0039
PROD00087,Snacks Item 87,Grocery,Snacks,,16.8,SUP0026
PROD00088,Laptops Item 88,Electronics,Laptops,50995.82,23.74,SUP0003
PROD00089,Storage Item 89,Home & Kitchen,STORAGE,8012.48,18.41,SUP0032
PROD00090,Storage Item 90,HOME & KITCHEN,Storage,10455.61,4.36,SUP0046
PROD00091,Decor Item 91,HOME & KITCHEN,decor,4461.88,4.39,SUP0024
PROD00092,Women Clothing Item 92,Fashion,Women Clothing,326.16,2.2,SUP0020
PROD00093,Personal Care Item 93,Grocery,Personal Care,970.66,21.96,SUP0050
PROD00094,Watches Item 94,Fashion,Watches,4367.42,5.68,SUP0040
PROD00095,furniture item 95,Home & Kitchen,Furniture,2008.78,23.54,SUP0010
PROD00096,Appliances Item 96,Home & Kitchen,Appliances,1356.16,14.32,SUP0040
PROD00097,Decor Item 97,HOME & KITCHEN,Decor,10322.11,12.13,SUP0014
PROD00098,DECOR ITEM 98,Home & Kitchen,Decor,5652.52,6.24,SUP0007
PROD00099,Beverages Item 99,Grocery,BEVERAGES,1401.95,24.9,SUP0030
PROD00100,Dairy Item 100,Grocery,Dairy,92.01,16.83,SUP0019
PROD00101,Decor Item 101,Home & Kitchen,Decor,6098.64,12.63,SUP0049
PROD00102,Fitness Item 102,SPORTS,FITNESS,5666.75,15.08,SUP0026
PROD00103,storage item 103,Home & Kitchen,Storage,13413.01,15.43,SUP0054
PROD00104,Cycling Item 104,Sports,Cycling,6803.3,19.93,SUP0047
PROD00105,appliances item 105,Home & Kitchen,Appliances,8815.32,3.74,SUP0044
PROD00106,MEN CLOTHING ITEM 106,FASHION,men clothing,2210.15,21.22,SUP0047
PROD00107,Storage Item 107,home & kitchen,Storage,2721.76,18.04,SUP0042
PROD00108,Footwear Item 108,Fashion,Footwear,1279.36,7.96,SUP0023
PROD00109,Cookware Item 109,Home & Kitchen,Cookware,13452.04,1.1,SUP0042
PROD00110,Storage Item 110,Home & Kitchen,Storage,4176.32,6.02,SUP0004
PROD00111,Mobiles Item 111,Electronics,Mobiles,25091.43,10.2,SUP0060
PROD00112,decor item 112,Home & Kitchen,decor,11565.57,0.98,SUP0059
PROD00113,Cameras Item 113,electronics,Cameras,47383.66,15.09,SUP0060
PROD00114,Yoga Item 114,SPORTS,Yoga,2089.55,11.5,SUP0017
PROD00115,appliances item 115,HOME & KITCHEN,Appliances,9222.67,10.05,SUP0007
PROD00116,men clothing item 116,Fashion,Men Clothing,₹1330.5,16.36,SUP0045
PROD00117,watches item 117,FASHION,watches,4630.91,9.22,SUP0015
PROD00118,Children Item 118,BOOKS,Children,1668.47,17.02,SUP0039
PROD00119,Academic Item 119,Books,Academic,1187.71,8.24,SUP0034
PROD00120,Snacks Item 120,Grocery,Snacks,215.28,16.84,SUP0020
PROD00121,non-fiction item 121,books,NON-FICTION,-1875.64,23.35,SUP0003
PROD00122,Comics Item 122,Books,comics,251.56,21.87,SUP0009
PROD00123,Cycling Item 123,sports,Cycling,422.81,13.63,SUP0035
PROD00124,footwear item 124,FASHION,FOOTWEAR,4401.0,22.23,SUP0016
PROD00125,Fitness Item 125,Sports,Fitness,7592.98,24.84,SUP0015
PROD00126,Team Sports Item 126,Sports,Team Sports,4252.89,14.81,SUP0048
PROD00127,Snacks Item 127,grocery,snacks,1182.99,9.44,SUP0049
PROD00128,NON-FICTION ITEM 128,Books,Non-Fiction,353.91,5.12,SUP0042
PROD00129,Outdoor Item 129,Sports,Outdoor,913.29,16.8,SUP0014
PROD00130,laptops item 130,Electronics,laptops,56261.01,5.15,SUP0059
PROD00131,Dairy Item 131,Grocery,Dairy,1326.56,19.05,SUP0021
PROD00132,Outdoor Item 132,Sports,Outdoor,7256.12,5.79,SUP0037
PROD00133,Academic Item 133,books,Academic,418.81,4.27,SUP0047
PROD00134,Fiction Item 134,BOOKS,Fiction,111.14,15.79,SUP0005
PROD00135,Cookware Item 135,Home & Kitchen,cookware,9305.31,0.35,SUP0034
PROD00136,Cycling Item 136,SPORTS,Cycling,1659.2,20.39,SUP0018
PROD00137,Dairy Item 137,Grocery,DAIRY,1245.53,0.84,SUP0026
PROD00138,laptops item 138,Electronics,Laptops,5419.82,22.98,SUP0015
PROD00139,staples item 139,GROCERY,Staples,1350.98,7.9,SUP0042
PROD00140,Snacks Item 140,Grocery,Snacks,1277.17,18.51,SUP0051
PROD00141,cookware item 141,Home & Kitchen,Cookware,1278.87,8.19,SUP0041
PROD00142,appliances item 142,Home & Kitchen,Appliances,10243.47,17.84,SUP0006
PROD00143,Watches Item 143,Fashion,WATCHES,711.44,4.73,SUP0029
PROD00144,Headphones Item 144,Electronics,Headphones,33476.08,18.13,SUP0036
PROD00145,watches item 145,fashion,Watches,1490.81,19.58,SUP0024
PROD00146,Yoga Item 146,Sports,Yoga,3455.73,8.27,SUP0022
PROD00147,Outdoor Item 147,Sports,outdoor,1940.85,18.39,SUP0041
PROD00148,Staples Item 148,Grocery,staples,854.5,13.77,SUP0040
PROD00149,Cookware Item 149,Home & Kitchen,Cookware,6225.75,17.9,SUP0051
PROD00150,Cycling Item 150,SPORTS,Cycling,560.3,20.32,SUP0039
PROD00151,ACADEMIC ITEM 151,books,Academic,1936.91,19.92,SUP0007
PROD00152,Yoga Item 152,sports,Yoga,7768.95,8.66,SUP0002
PROD00153,Mobiles Item 153,Electronics,Mobiles,49963.41,2.49,SUP0047
PROD00154,Fiction Item 154,Books,fiction,1506.67,13.82,SUP0022
PROD00155,beverages item 155,Grocery,Beverages,1111.33,0.16,SUP0014
PROD00156,Accessories Item 156,Electronics,Accessories,6554.25,13.22,SUP0041
PROD00157,HEADPHONES ITEM 157,Electronics,headphones,21443.1,16.82,SUP0021
PROD00158,Non-Fiction Item 158,Books,NON-FICTION,1307.09,16.15,SUP0012
PROD00159,Storage Item 159,Home & Kitchen,Storage,14284.85,16.34,SUP0027
PROD00160,Beverages Item 160,Grocery,Beverages,452.29,11.46,SUP0048
PROD00161,FITNESS ITEM 161,Sports,Fitness,7616.51,5.5,SUP0028
PROD00162,Cookware Item 162,Home & Kitchen,Cookware,12278.42,20.28,SUP0038
PROD00163,Beverages Item 163,grocery,beverages,1212.05,4.25,SUP0003
PROD00164,Fitness Item 164,Sports,Fitness,2917.77,3.36,SUP0010
PROD00165,Comics Item 165,Books,Comics,1303.53,2.37,SUP0033
PROD00166,Personal Care Item 166,Grocery,Personal Care,1104.43,8.99,SUP0005
PROD00167,WATCHES ITEM 167,Fashion,Watches,4176.05,17.08,SUP0004
PROD00168,mobiles item 168,Electronics,mobiles,55801.26,22.06,SUP0020
PROD00169,ACADEMIC ITEM 169,BOOKS,academic,679.77,5.89,SUP0042
PROD00170,LAPTOPS ITEM 170,Electronics,Laptops,35823.93,17.37,SUP0031
PROD00171,Mobiles Item 171,Electronics,mobiles,19144.41,3.61,SUP0034
PROD00172,Furniture Item 172,Home & Kitchen,Furniture,6263.89,18.82,SUP0038
PROD00173,Women Clothing Item 173,fashion,Women Clothing,604.39,21.2,SUP0043
PROD00174,Watches Item 174,FASHION,Watches,461.93,14.87,SUP0034
PROD00175,FURNITURE ITEM 175,home & kitchen,FURNITURE,6399.82,1.87,SUP0038
PROD00176,CAMERAS ITEM 176,ELECTRONICS,Cameras,30643.33,15.42,SUP0018
PROD00177,BAGS ITEM 177,FASHION,Bags,3014.9,23.84,SUP0016
PROD00178,Dairy Item 178,Grocery,Dairy,1116.17,4.14,SUP0040
PROD00179,FURNITURE ITEM 179,Home & Kitchen,Furniture,13120.88,10.76,SUP0034
PROD00180,CAMERAS ITEM 180,Electronics,CAMERAS,27584.27,14.37,SUP0047
PROD00181,Laptops Item 181,Electronics,Laptops,3235.9,17.86,SUP0042
PROD00182,Academic Item 182,Books,Academic,439.93,24.54,SUP0042
PROD00183,Decor Item 183,Home & Kitchen,decor,5628.45,9.24,SUP0003
PROD00184,Outdoor Item 184,Sports,Outdoor,₹6432.23,8.41,SUP0049
PROD00185,Laptops Item 185,Electronics,Laptops,32023.96,23.04,SUP0058
PROD00186,snacks item 186,Grocery,Snacks,603.64,3.31,SUP0019
PROD00187,Academic Item 187,BOOKS,Academic,1210.53,4.15,SUP0030
PROD00188,Watches Item 188,FASHION,Watches,1472.04,1.06,SUP0054
PROD00189,STORAGE ITEM 189,HOME & KITCHEN,Storage,4013.48,18.71,SUP0016
PROD00190,mobiles item 190,Electronics,MOBILES,4169.32,2.15,SUP0038
PROD00191,Laptops Item 191,Electronics,Laptops,"54198.52,00",11.55,SUP0011
PROD00192,snacks item 192,grocery,Snacks,1364.29,15.37,SUP0040
PROD00193,CYCLING ITEM 193,Sports,Cycling,8869.59,20.06,SUP0051
PROD00194,Dairy Item 194,GROCERY,Dairy,495.97,0.78,SUP0052
PROD00195,Team Sports Item 195,Sports,Team Sports,6637.27,22.94,SUP0004
PROD00196,Staples Item 196,Grocery,Staples,370.1,14.81,SUP0046
PROD00197,Outdoor Item 197,SPORTS,Outdoor,,15.06,SUP0002
PROD00198,Women Clothing Item 198,Fashion,Women Clothing,1051.81,3.58,SUP0008
PROD00199,storage item 199,Home & Kitchen,Storage,4940.66,12.21,SUP0021
PROD00200,Team Sports Item 200,Sports,Team Sports,6947.28,23.72,SUP0040
PROD00201,fitness item 201,Sports,fitness,6468.54,8.31,SUP0005
PROD00202,Headphones Item 202,electronics,Headphones,₹27074.48,9.68,SUP0047
PROD00203,STAPLES ITEM 203,GROCERY,staples,1298.8,1.89,SUP0055
PROD00204,Mobiles Item 204,ELECTRONICS,Mobiles,20837.59,24.63,SUP0058
PROD00205,Bags Item 205,fashion,BAGS,954.1,18.26,SUP0017
PROD00206,DAIRY ITEM 206,grocery,dairy,25.65,12.03,SUP0007
PROD00207,Cameras Item 207,electronics,CAMERAS,50704.26,4.66,SUP0057
PROD00208,Personal Care Item 208,Grocery,Personal Care,243.67,20.21,SUP0027
PROD00209,DAIRY ITEM 209,Grocery,Dairy,722.74,22.57,SUP0046
PROD00210,Yoga Item 210,Sports,Yoga,1838.21,1.11,SUP0006
PROD00211,Non-Fiction Item 211,Books,NON-FICTION,836.78,8.19,SUP0018
PROD00212,Children Item 212,BOOKS,children,1206.67,2.55,SUP0007
PROD00213,Team Sports Item 213,SPORTS,Team Sports,4835.86,15.48,SUP0044
PROD00214,Furniture Item 214,HOME & KITCHEN,Furniture,4138.48,21.08,SUP0055
PROD00215,Footwear Item 215,Fashion,Footwear,2326.93,5.32,SUP0053
PROD00216,Cookware Item 216,home & kitchen,COOKWARE,4770.18,0.77,SUP0013
PROD00217,Cameras Item 217,Electronics,cameras,3508.28,17.05,SUP0016
PROD00218,Dairy Item 218,Grocery,Dairy,₹402.82,1.29,SUP0055
PROD00219,non-fiction item 219,Books,non-fiction,₹1558.16,22.79,SUP0042
PROD00220,Team Sports Item 220,Sports,TEAM SPORTS,8545.54,7.59,SUP0034
PROD00221,team sports item 221,Sports,Team Sports,4921.04,8.16,SUP0018
PROD00222,FURNITURE ITEM 222,Home & Kitchen,furniture,13510.35,17.03,SUP0047
PROD00223,Personal Care Item 223,Grocery,Personal Care,866.62,13.39,SUP0051
PROD00224,Furniture Item 224,Home & Kitchen,Furniture,2839.87,19.08,SUP0012
PROD00225,Footwear Item 225,Fashion,Footwear,4382.87,2.99,SUP0004
PROD00226,Cameras Item 226,Electronics,Cameras,53420.85,3.48,SUP0013
PROD00227,beverages item 227,Grocery,Beverages,741.62,0.17,SUP0018
PROD00228,watches item 228,Fashion,WATCHES,3942.81,0.17,SUP0035
PROD00229,Appliances Item 229,HOME & KITCHEN,APPLIANCES,9456.3,9.62,SUP0038
PROD00230,storage item 230,Home & Kitchen,Storage,5166.85,9.01,SUP0013
PROD00231,Laptops Item 231,electronics,Laptops,13847.12,19.81,SUP0025
PROD00232,Accessories Item 232,electronics,Accessories,59683.47,13.7,SUP0031
PROD00233,HEADPHONES ITEM 233,ELECTRONICS,HEADPHONES,25541.85,12.81,SUP0040
PROD00234,Bags Item 234,Fashion,bags,"1462.37,00",12.43,SUP0014
PROD00235,Mobiles Item 235,Electronics,Mobiles,54459.36,2.58,SUP0017
PROD00236,Storage Item 236,HOME & KITCHEN,Storage,13130.99,2.94,SUP0055
PROD00237,Non-Fiction Item 237,books,Non-Fiction,807.35,2.89,SUP0026
PROD00238,Personal Care Item 238,Grocery,Personal Care,1050.33,10.43,SUP0038
PROD00239,Cycling Item 239,SPORTS,cycling,7327.33,12.23,SUP0057
PROD00240,Cookware Item 240,Home & Kitchen,Cookware,11547.8,8.49,SUP0034
PROD00241,non-fiction item 241,Books,Non-Fiction,1794.81,0.34,SUP0060
PROD00242,Men Clothing Item 242,Fashion,Men Clothing,1739.04,20.44,SUP0006
PROD00243,Personal Care Item 243,Grocery,Personal Care,46.3,20.66,SUP0051
PROD00244,Yoga Item 244,Sports,Yoga,731.9,14.03,SUP0040
PROD00245,SNACKS ITEM 245,grocery,SNACKS,545.61,9.38,SUP0007
PROD00246,Comics Item 246,BOOKS,Comics,967.84,17.93,SUP0007
PROD00247,Children Item 247,Books,Children,₹1931.29,18.42,SUP0036
PROD00248,Outdoor Item 248,Sports,Outdoor,6643.71,22.04,SUP0027
PROD00249,Storage Item 249,Home & Kitchen,Storage,6874.76,7.51,SUP0045
PROD00250,Outdoor Item 250,Sports,Outdoor,6789.26,23.96,SUP0033
PROD00251,APPLIANCES ITEM 251,HOME & KITCHEN,Appliances,10057.28,21.19,SUP0052
PROD00252,Mobiles Item 252,Electronics,Mobiles,12394.19,7.41,SUP0049
PROD00253,Yoga Item 253,Sports,Yoga,7886.21,16.63,SUP0060
PROD00254,Academic Item 254,Books,Academic,1734.71,5.68,SUP0041
PROD00255,Yoga Item 255,Sports,Yoga,9837.84,18.39,SUP0008
PROD00256,Women Clothing Item 256,Fashion,Women Clothing,1424.08,1.32,SUP0060
PROD00257,Yoga Item 257,Sports,Yoga,2001.92,10.43,SUP0035
PROD00258,Academic Item 258,Books,Academic,1166.1,16.25,SUP0008
PROD00259,Yoga Item 259,Sports,Yoga,8002.82,18.11,SUP0002
PROD00260,CYCLING ITEM 260,SPORTS,Cycling,1006.99,19.34,SUP0035
PROD00261,watches item 261,Fashion,Watches,1186.78,1.85,SUP0044
PROD00262,Mobiles Item 262,Electronics,MOBILES,3728.95,15.77,SUP0028
PROD00263,ACCESSORIES ITEM 263,Electronics,Accessories,4262.64,17.16,SUP0039
PROD00264,Snacks Item 264,Grocery,Snacks,598.67,3.64,SUP0044
PROD00265,Academic Item 265,Books,Academic,1187.74,13.71,SUP0006
PROD00266,Furniture Item 266,HOME & KITCHEN,Furniture,7761.41,4.57,SUP0052
PROD00267,Cycling Item 267,SPORTS,Cycling,2134.69,8.96,SUP0043
PROD00268,FOOTWEAR ITEM 268,fashion,footwear,1776.06,23.97,SUP0011
PROD00269,comics item 269,Books,Comics,945.63,12.2,SUP0007
PROD00270,Bags Item 270,Fashion,Bags,3721.01,20.33,SUP0038
PROD00271,TEAM SPORTS ITEM 271,Sports,TEAM SPORTS,3785.02,18.34,SUP0019
PROD00272,Appliances Item 272,Home & Kitchen,Appliances,14465.4,4.02,SUP0037
PROD00273,Comics Item 273,Books,Comics,543.87,12.97,SUP0051
PROD00274,Mobiles Item 274,Electronics,Mobiles,58845.09,13.63,SUP0012
PROD00275,Accessories Item 275,ELECTRONICS,accessories,15469.39,22.18,SUP0001
PROD00276,ACCESSORIES ITEM 276,Electronics,Accessories,38786.88,20.29,SUP0047
PROD00277,OUTDOOR ITEM 277,sports,outdoor,6005.01,22.28,SUP0010
PROD00278,Dairy Item 278,grocery,Dairy,1097.4,15.18,SUP0031
PROD00279,OUTDOOR ITEM 279,Sports,OUTDOOR,2792.3,11.36,SUP0038
PROD00280,Laptops Item 280,Electronics,LAPTOPS,31601.32,15.02,SUP0057
PROD00281,Beverages Item 281,grocery,Beverages,1407.85,21.88,SUP0045
PROD00282,STAPLES ITEM 282,Grocery,Staples,1051.13,5.85,SUP0055
PROD00283,Furniture Item 283,home & kitchen,Furniture,255.64,20.12,SUP0027
PROD00284,decor item 284,Home & Kitchen,Decor,5579.81,19.61,SUP0031
PROD00285,APPLIANCES ITEM 285,Home & Kitchen,Appliances,11076.37,17.5,SUP0011
PROD00286,YOGA ITEM 286,sports,Yoga,251.85,23.15,SUP0028
PROD00287,Fitness Item 287,Sports,fitness,,19.35,SUP0012
PROD00288,Children Item 288,BOOKS,children,"421.19,00",6.02,SUP0001
PROD00289,Staples Item 289,Grocery,Staples,42.74,18.17,SUP0036
PROD00290,Furniture Item 290,HOME & KITCHEN,Furniture,13956.25,1.86,SUP0019
PROD00291,Appliances Item 291,Home & Kitchen,Appliances,10458.75,24.03,SUP0030
PROD00292,SNACKS ITEM 292,Grocery,snacks,346.17,8.86,SUP0035
PROD00293,Cameras Item 293,Electronics,cameras,40585.03,6.76,SUP0040
PROD00294,Non-Fiction Item 294,Books,Non-Fiction,1688.87,19.48,SUP0008
PROD00295,fitness item 295,sports,Fitness,6282.54,22.43,SUP0056
PROD00296,Team Sports Item 296,sports,Team Sports,"4347.12,00",8.71,SUP0056
PROD00297,children item 297,books,Children,717.65,6.53,SUP0036
PROD00298,Decor Item 298,home & kitchen,DECOR,6373.53,14.31,SUP0003
PROD00299,Furniture Item 299,Home & Kitchen,Furniture,₹3061.54,10.57,SUP0009
PROD00300,Academic Item 300,BOOKS,Academic,-1411.72,20.35,SUP0031
PROD00301,Decor Item 301,Home & Kitchen,decor,12178.74,15.16,SUP0037
PROD00302,decor item 302,Home & Kitchen,Decor,11654.95,23.92,SUP0056
PROD00303,Children Item 303,Books,Children,701.39,6.72,SUP0042
PROD00304,APPLIANCES ITEM 304,home & kitchen,APPLIANCES,2634.67,18.61,SUP0048
PROD00305,Cameras Item 305,electronics,Cameras,33131.81,16.39,SUP0057
PROD00306,Beverages Item 306,Grocery,BEVERAGES,1002.05,24.38,SUP0035
PROD00307,Children Item 307,books,CHILDREN,1094.1,7.78,SUP0023
PROD00308,Decor Item 308,Home & Kitchen,Decor,306.75,13.4,SUP0045
PROD00309,Cameras Item 309,Electronics,Cameras,47978.9,6.28,SUP0046
PROD00310,cookware item 310,home & kitchen,COOKWARE,11503.39,18.59,SUP0052
PROD00311,footwear item 311,FASHION,footwear,2385.65,24.24,SUP0002
PROD00312,Comics Item 312,BOOKS,COMICS,691.31,24.95,SUP0030
PROD00313,Men Clothing Item 313,fashion,Men Clothing,2083.62,0.36,SUP0003
PROD00314,Beverages Item 314,grocery,Beverages,1161.07,17.05,SUP0020
PROD00315,Children Item 315,BOOKS,Children,1740.81,2.87,SUP0041
PROD00316,fitness item 316,SPORTS,Fitness,6969.36,19.28,SUP0016
PROD00317,Fiction Item 317,Books,Fiction,541.31,19.72,SUP0049
PROD00318,Cameras Item 318,Electronics,Cameras,21810.97,4.78,SUP0012
PROD00319,yoga item 319,SPORTS,Yoga,5507.74,12.67,SUP0047
PROD00320,Outdoor Item 320,Sports,OUTDOOR,2060.72,3.9,SUP0019
PROD00321,Fitness Item 321,Sports,Fitness,"1249.14,00",16.06,SUP0025
PROD00322,Cookware Item 322,Home & Kitchen,Cookware,1202.48,2.04,SUP0052
PROD00323,STAPLES ITEM 323,Grocery,Staples,802.95,5.44,SUP0034
PROD00324,Women Clothing Item 324,Fashion,Women Clothing,1394.06,15.98,SUP0023
PROD00325,Laptops Item 325,Electronics,Laptops,47651.47,22.57,SUP0036
PROD00326,Comics Item 326,Books,Comics,1145.0,9.03,SUP0029
PROD00327,Appliances Item 327,home & kitchen,Appliances,13371.32,19.3,SUP0040
PROD00328,Yoga Item 328,Sports,Yoga,1556.4,5.86,SUP0052
PROD00329,MEN CLOTHING ITEM 329,Fashion,Men Clothing,4005.94,14.9,SUP0020
PROD00330,Headphones Item 330,Electronics,HEADPHONES,21201.85,15.08,SUP0001
PROD00331,Fitness Item 331,Sports,fitness,1701.34,24.28,SUP0049
PROD00332,STORAGE ITEM 332,HOME & KITCHEN,Storage,7216.44,10.89,SUP0045
PROD00333,Personal Care Item 333,GROCERY,Personal Care,1108.79,8.12,SUP0060
PROD00334,DECOR ITEM 334,HOME & KITCHEN,Decor,9882.84,20.08,SUP0040
PROD00335,FOOTWEAR ITEM 335,Fashion,FOOTWEAR,3696.74,20.82,SUP0019
PROD00336,Personal Care Item 336,Grocery,Personal Care,321.63,18.26,SUP0010
PROD00337,Children Item 337,Books,Children,199.92,0.26,SUP0025
PROD00338,Cookware Item 338,HOME & KITCHEN,cookware,9793.76,7.92,SUP0056
PROD00339,Dairy Item 339,Grocery,Dairy,803.53,8.7,SUP0023
