order_item_id,order_id,product_id,quantity,discount_pct
OI0000188,ORD000095,PROD00252,5.0,20
OI0000189,ORD000095,PROD00023,4.0,0
OI0000190,ORD000096,PROD00112,1.0,15
OI0000191,ORD000097,PROD00020,-1.0,0
OI0000192,ORD000097,PROD00215,4.0,15
OI0000193,ORD000098,PROD00422,1.0,0
OI0000194,ORD000098,PROD00526,3.0,0
OI0000195,ORD000098,PROD00235,5.0,0
OI0000196,ORD000098,PROD00416,5.0,0
OI0000197,ORD000099,PROD00479,1.0,0
OI0000198,ORD000100,PROD00330,10.0,10
OI0000199,ORD000101,PROD00519,2.0,0
OI0000200,ORD000101,PROD00174,1.0,0
OI0000201,ORD000101,PROD00066,2.0,0
OI0000202,ORD000101,PROD00372,1.0,15
OI0000203,ORD000102,PROD00528,2.0,20
OI0000204,ORD000102,PROD00024,10.0,5
OI0000205,ORD000102,PROD00495,2.0,0
OI0000206,ORD000102,PROD00179,5.0,0
OI0000207,ORD000103,PROD00315,2.0,20
OI0000208,ORD000103,PROD00217,2.0,10
OI0000209,ORD000104,PROD00349,2.0,10
OI0000210,ORD000104,PROD00229,1.0,15
OI0000211,ORD000105,PROD00391,3.0,0
OI0000212,ORD000105,PROD00356,-1.0,10
OI0000213,ORD000106,PROD00179,4.0,10
OI0000214,ORD000106,PROD00533,1.0,0
OI0000215,ORD000106,PROD00221,3.0,25
OI0000216,ORD000107,PROD00520,1.0,25
OI0000217,ORD000108,PROD00171,1.0,20
OI0000218,ORD000108,PROD00250,3.0,0
OI0000219,ORD000109,PROD00535,1.0,0
OI0000220,ORD000109,PROD00521,4.0,20
OI0000221,ORD000109,PROD00424,1.0,25
OI0000222,ORD000109,PROD00544,5.0,0
OI0000223,ORD000110,PROD00081,1.0,0
OI0000224,ORD000110,PROD00499,1.0,10
OI0000225,ORD000110,PROD00213,1.0,0
OI0000226,ORD000111,PROD00462,1.0,25
OI0000227,ORD000111,PROD00204,1.0,20
OI0000228,ORD000111,PROD00450,1.0,20
OI0000229,ORD000112,PROD00084,10.0,20
OI0000230,ORD000112,PROD00195,3.0,0
OI0000231,ORD000113,PROD00139,1.0,0
OI0000232,ORD000113,PROD00244,-1.0,10
OI0000233,ORD000113,PROD00581,1.0,20
OI0000234,ORD000113,PROD00173,5.0,15
OI0000235,ORD000114,PROD00309,1.0,5
OI0000236,ORD000115,PROD00581,4.0,25
OI0000237,ORD000116,PROD00318,500.0,0
OI0000238,ORD000116,PROD00570,2.0,10
OI0000239,ORD000117,PROD00079,10.0,20
OI0000240,ORD000117,PROD00157,1.0,5
OI0000241,ORD000117,PROD00592,-1.0,0
OI0000242,ORD000118,PROD00210,1.0,0
OI0000243,ORD000119,PROD00574,1.0,0
OI0000244,ORD000119,PROD00296,1.0,0
OI0000245,ORD000119,PROD00046,1.0,20
OI0000246,ORD000120,PROD00207,5.0,10
OI0000247,ORD000121,PROD00271,2.0,20
OI0000248,ORD000121,PROD00325,10.0,15
OI0000249,ORD000121,PROD00094,10.0,25
OI0000250,ORD000121,PROD00413,3.0,20
OI0000251,ORD000122,PROD00263,4.0,5
OI0000252,ORD000123,PROD00599,2.0,15
OI0000253,ORD000124,PROD00105,1.0,10
OI0000254,ORD000125,PROD00581,5.0,5
OI0000255,ORD000125,PROD00194,5.0,10
OI0000256,ORD000126,PROD00163,1.0,20
OI0000257,ORD000127,PROD00215,-1.0,5
OI0000258,ORD000127,PROD00223,1.0,25
OI0000259,ORD000128,PROD00225,2.0,5
OI0000260,ORD000128,PROD00473,1.0,20
OI0000261,ORD000129,PROD00041,2.0,10
OI0000262,ORD000129,PROD00155,4.0,10
OI0000263,ORD000130,PROD00072,1.0,0
OI0000264,ORD000131,PROD00246,10.0,25
OI0000265,ORD000131,PROD00583,4.0,15
OI0000266,ORD000132,PROD00490,1.0,15
OI0000267,ORD000132,PROD00207,1.0,15
OI0000268,ORD000133,PROD9657,10.0,5
OI0000269,ORD000134,PROD00409,-1.0,10
OI0000270,ORD000135,PROD00516,2.0,0
OI0000271,ORD000136,PROD00076,2.0,5
OI0000272,ORD000137,PROD00302,2.0,15
OI0000273,ORD000137,PROD00080,2.0,25
OI0000274,ORD000137,PROD00265,2.0,5
OI0000275,ORD000138,PROD00057,1.0,0
OI0000276,ORD000139,PROD00244,5.0,25
OI0000277,ORD000139,PROD00070,3.0,25
OI0000278,ORD000139,PROD00139,3.0,25
OI0000279,ORD000139,PROD00435,1.0,20
OI0000280,ORD000140,PROD00074,1.0,5
OI0000281,ORD000141,PROD00278,5.0,0
OI0000282,ORD000142,PROD00085,4.0,5
OI0000283,ORD000142,PROD00467,2.0,0
OI0000284,ORD000142,PROD00450,1.0,5
OI0000285,ORD000142,PROD00079,3.0,0
OI0000286,ORD000143,PROD00448,1.0,15
OI0000287,ORD000144,PROD00020,1.0,20
OI0000288,ORD000145,PROD00258,10.0,20
OI0000289,ORD000146,PROD00077,1.0,5
OI0000290,ORD000146,PROD00599,1.0,15
OI0000291,ORD000146,PROD00562,1.0,5
OI0000292,ORD000147,PROD00272,2.0,0
OI0000293,ORD000147,PROD00203,3.0,0
OI0000294,ORD000147,PROD00247,-1.0,15
OI0000295,ORD000147,PROD00004,3.0,10
OI0000296,ORD000148,PROD00335,2.0,20
OI0000297,ORD000149,PROD00530,1.0,0
OI0000298,ORD000149,PROD00505,1.0,20
OI0000299,ORD000149,PROD00403,4.0,0
OI0000300,ORD000149,PROD9532,2.0,0
OI0000301,ORD000150,PROD00162,2.0,5
OI0000302,ORD000151,PROD00542,3.0,0
OI0000303,ORD000151,PROD00101,1.0,15
OI0000304,ORD000152,PROD00132,2.0,0
OI0000305,ORD000153,PROD00342,3.0,25
OI0000306,ORD000154,PROD00321,10.0,10
OI0000307,ORD000154,PROD00263,1.0,10
OI0000308,ORD000154,PROD00579,1.0,0
OI0000309,ORD000155,PROD00115,4.0,0
OI0000310,ORD000155,PROD00118,2.0,15
OI0000311,ORD000155,PROD00454,10.0,10
OI0000312,ORD000156,PROD00398,3.0,0
OI0000313,ORD000156,PROD00147,1.0,0
OI0000314,ORD000157,PROD00406,1.0,0
OI0000315,ORD000157,PROD00300,5.0,25
OI0000316,ORD000157,PROD00559,1.0,25
OI0000317,ORD000157,PROD00211,3.0,10
OI0000318,ORD000158,PROD00408,1.0,0
OI0000319,ORD000158,PROD00060,5.0,25
OI0000320,ORD000158,PROD00522,2.0,0
OI0000321,ORD000158,PROD00218,2.0,5
OI0000322,ORD000159,PROD00441,4.0,25
OI0000323,ORD000159,PROD00195,2.0,0
OI0000324,ORD000159,PROD00421,4.0,20
OI0000325,ORD000160,PROD00247,3.0,15
OI0000326,ORD000161,PROD00444,2.0,20
OI0000327,ORD000162,PROD00013,2.0,25
OI0000328,ORD000162,PROD00076,3.0,15
OI0000329,ORD000162,PROD00122,4.0,0
OI0000330,ORD000163,PROD00471,1.0,0
OI0000331,ORD000163,PROD00245,5.0,15
OI0000332,ORD000164,PROD00357,4.0,15
OI0000333,ORD000165,PROD00413,2.0,5
OI0000334,ORD000165,PROD00563,5.0,15
OI0000335,ORD000166,PROD00358,1.0,25
OI0000336,ORD000166,PROD00144,4.0,0
OI0000337,ORD000167,PROD00520,2.0,25
OI0000338,ORD000168,PROD00520,3.0,0
OI0000339,ORD000168,PROD00013,3.0,20
OI0000340,ORD000169,PROD00480,4.0,20
OI0000341,ORD000170,PROD00504,5.0,0
OI0000342,ORD000170,PROD00057,1.0,5
OI0000343,ORD000170,PROD00314,-1.0,20
OI0000344,ORD000171,PROD00021,-1.0,15
OI0000345,ORD000171,PROD00081,1.0,5
OI0000346,ORD000171,PROD00569,4.0,0
OI0000347,ORD000172,PROD00457,5.0,20
OI0000348,ORD000172,PROD00544,1.0,20
OI0000349,ORD000172,PROD00346,10.0,20
OI0000350,ORD000173,PROD00068,-1.0,0
OI0000351,ORD000173,PROD00570,1.0,20
OI0000352,ORD000173,PROD00273,1.0,15
OI0000353,ORD000174,PROD00228,1.0,5
OI0000354,ORD000175,PROD00088,10.0,20
OI0000355,ORD000176,PROD00069,3.0,15
OI0000356,ORD000177,PROD00428,2.0,0
OI0000357,ORD000177,PROD00494,3.0,20
OI0000358,ORD000178,PROD00003,4.0,15
OI0000359,ORD000178,PROD00464,1.0,0
OI0000360,ORD000179,PROD00176,1.0,0
OI0000361,ORD000180,PROD00367,5.0,15
OI0000362,ORD000181,PROD00123,1.0,0
OI0000363,ORD000182,PROD00001,2.0,10
OI0000364,ORD000182,PROD00123,1.0,0
OI0000365,ORD000183,PROD00299,4.0,0
OI0000366,ORD000183,PROD00146,-1.0,0
OI0000367,ORD000183,PROD00257,500.0,0
OI0000368,ORD000184,PROD00151,2.0,5
OI0000369,ORD000185,PROD00217,1.0,20
OI0000370,ORD000186,PROD00501,10.0,15
OI0000371,ORD000186,PROD00127,1.0,25
OI0000372,ORD000186,PROD00572,-1.0,15
OI0000373,ORD000187,PROD00421,10.0,10
OI0000374,ORD000187,PROD00514,2.0,0
OI0000375,ORD000188,PROD00030,2.0,10
OI0000376,ORD000188,PROD00101,4.0,5
OI0000377,ORD000188,PROD00235,1.0,20
OI0000378,ORD000188,PROD00153,10.0,0
OI0000379,ORD000189,PROD00366,1.0,0
OI0000380,ORD000189,PROD00240,1.0,0
OI0000381,ORD000189,PROD00519,1.0,0
OI0000382,ORD000189,PROD00559,2.0,25
OI0000383,ORD000190,PROD00570,2.0,5
OI0000384,ORD000191,PROD00264,3.0,0
OI0000385,ORD000191,PROD00010,2.0,0
OI0000386,ORD000192,PROD00387,10.0,0
OI0000387,ORD000192,PROD00103,-1.0,10
OI0000388,ORD000193,PROD00489,1.0,0
OI0000389,ORD000194,PROD00143,2.0,5
OI0000390,ORD000194,PROD00112,2.0,0
OI0000391,ORD000194,PROD00081,1.0,25
OI0000392,ORD000194,PROD00254,5.0,20
OI0000393,ORD000195,PROD00375,2.0,0
OI0000394,ORD000196,PROD00053,2.0,0
OI0000395,ORD000197,PROD00412,2.0,5
OI0000396,ORD000197,PROD00250,1.0,5
OI0000397,ORD000198,PROD00088,10.0,10
OI0000398,ORD000199,PROD00364,5.0,0
OI0000399,ORD000199,PROD00189,2.0,20
OI0000400,ORD000200,PROD00084,10.0,10
OI0000401,ORD000200,PROD00363,1.0,10
OI0000402,ORD000201,PROD00459,1.0,0
OI0000403,ORD000202,PROD00286,1.0,5
OI0000404,ORD000202,PROD00592,1.0,25
OI0000405,ORD000202,PROD00369,4.0,5
OI0000406,ORD000203,PROD00246,5.0,0
OI0000407,ORD000204,PROD00382,1.0,25
OI0000408,ORD000205,PROD00262,1.0,0
OI0000409,ORD000205,PROD00151,1.0,5
OI0000410,ORD000205,PROD00027,5.0,10
OI0000411,ORD000206,PROD00223,1.0,0
OI0000412,ORD000206,PROD00496,3.0,5
OI0000413,ORD000206,PROD00096,5.0,15
OI0000414,ORD000207,PROD00480,2.0,10
OI0000415,ORD000208,PROD00546,5.0,20
OI0000416,ORD000209,PROD00554,-1.0,0
OI0000417,ORD000210,PROD00071,1.0,10
OI0000418,ORD000210,PROD00096,1.0,15
OI0000419,ORD000211,PROD00399,1.0,25
OI0000420,ORD000212,PROD00239,1.0,0
OI0000421,ORD000212,PROD00503,5.0,10
OI0000422,ORD000212,PROD00131,1.0,10
OI0000423,ORD000213,PROD00134,2.0,0
OI0000424,ORD000214,PROD00458,3.0,0
OI0000425,ORD000214,PROD00547,10.0,15
OI0000426,ORD000214,PROD00425,-1.0,20
OI0000427,ORD000215,PROD00282,3.0,20
OI0000428,ORD000215,PROD00178,1.0,0
OI0000429,ORD000215,PROD00099,2.0,5
OI0000430,ORD000216,PROD00025,5.0,20
OI0000431,ORD000216,PROD00428,4.0,15
OI0000432,ORD000217,PROD00361,3.0,0
OI0000433,ORD000218,PROD00464,2.0,15
OI0000434,ORD000219,PROD00224,3.0,0
OI0000435,ORD000219,PROD00378,1.0,15
OI0000436,ORD000220,PROD00251,1.0,15
OI0000437,ORD000220,PROD00383,2.0,25
OI0000438,ORD000221,PROD00289,1.0,15
OI0000439,ORD000221,PROD00593,10.0,15
OI0000440,ORD000222,PROD00476,10.0,0
OI0000441,ORD000222,PROD00017,1.0,5
OI0000442,ORD000222,PROD00421,5.0,5
OI0000443,ORD000223,PROD00358,4.0,5
OI0000444,ORD000223,PROD00073,1.0,0
OI0000445,ORD000223,PROD00112,3.0,25
OI0000446,ORD000223,PROD00185,2.0,5
OI0000447,ORD000224,PROD00470,4.0,25
OI0000448,ORD000224,PROD00555,4.0,0
OI0000449,ORD000224,PROD00315,3.0,5
OI0000450,ORD000225,PROD00246,2.0,25
OI0000451,ORD000225,PROD00487,1.0,0
OI0000452,ORD000225,PROD00519,2.0,0
OI0000453,ORD000226,PROD00203,2.0,0
OI0000454,ORD000227,PROD00449,2.0,5
OI0000455,ORD000227,PROD00015,1.0,0
OI0000456,ORD000228,PROD00074,1.0,10
OI0000457,ORD000228,PROD00165,-1.0,5
OI0000458,ORD000229,PROD00567,1.0,0
OI0000459,ORD000230,PROD00318,5.0,0
OI0000460,ORD000230,PROD00493,5.0,20
OI0000461,ORD000230,PROD00112,-1.0,20
OI0000462,ORD000230,PROD00395,-1.0,0
OI0000463,ORD000231,PROD00177,2.0,0
OI0000464,ORD000231,PROD00528,3.0,0
OI0000465,ORD000231,PROD00420,2.0,0
OI0000466,ORD000231,PROD00187,2.0,10
OI0000467,ORD000232,PROD00543,1.0,15
OI0000468,ORD000232,PROD00176,10.0,15
OI0000469,ORD000233,PROD00351,3.0,5
OI0000470,ORD000234,PROD00304,1.0,0
OI0000471,ORD000235,PROD00431,1.0,0
OI0000472,ORD000235,PROD00493,2.0,0
OI0000473,ORD000235,PROD00223,5.0,15
OI0000474,ORD000235,PROD00433,1.0,0
OI0000475,ORD000236,PROD00098,4.0,0
OI0000476,ORD000236,PROD00237,3.0,0
OI0000477,ORD000236,PROD00378,2.0,10
OI0000478,ORD000236,PROD00577,5.0,0
OI0000479,ORD000237,PROD00435,2.0,25
OI0000480,ORD000237,PROD00571,10.0,5
OI0000481,ORD000237,PROD00126,10.0,5
OI0000482,ORD000237,PROD00312,1.0,20
OI0000483,ORD000238,PROD00575,4.0,0
OI0000484,ORD000238,PROD00007,4.0,25
OI0000485,ORD000239,PROD00005,2.0,15
OI0000486,ORD000239,PROD00190,1.0,0
OI0000487,ORD000239,PROD00589,1.0,0
OI0000488,ORD000240,PROD00177,2.0,10
OI0000489,ORD000241,PROD00228,1.0,20
OI0000490,ORD000242,PROD00470,1.0,0
OI0000491,ORD000243,PROD00461,1.0,10
OI0000492,ORD000244,PROD00327,10.0,25
OI0000493,ORD000245,PROD00191,-1.0,5
OI0000494,ORD000246,PROD00326,3.0,10
OI0000495,ORD000246,PROD00395,4.0,10
OI0000496,ORD000246,PROD00349,1.0,0
OI0000497,ORD000247,PROD00151,5.0,10
OI0000498,ORD000248,PROD00483,5.0,20
OI0000499,ORD000248,PROD00454,10.0,10
OI0000500,ORD000248,PROD00040,2.0,15
OI0000501,ORD000248,PROD00316,1.0,15
OI0000502,ORD000249,PROD00447,1.0,15
OI0000503,ORD000249,PROD00015,-1.0,0
OI0000504,ORD000249,PROD00310,2.0,10
OI0000505,ORD000250,PROD00497,1.0,0
OI0000506,ORD000251,PROD00474,10.0,0
OI0000507,ORD000252,PROD00338,2.0,20
OI0000508,ORD000252,PROD00454,4.0,0
OI0000509,ORD000252,PROD00005,2.0,0
OI0000510,ORD000253,PROD00341,3.0,25
OI0000511,ORD000254,PROD00468,5.0,0
OI0000512,ORD000254,PROD00386,1.0,5
OI0000513,ORD000255,PROD00552,2.0,5
OI0000514,ORD000255,PROD00160,1.0,15
OI0000515,ORD000255,PROD00597,1.0,25
OI0000516,ORD000256,PROD00171,2.0,25
OI0000517,ORD000257,PROD00515,4.0,5
OI0000518,ORD000258,PROD00215,10.0,0
OI0000519,ORD000259,PROD00206,10.0,10
OI0000520,ORD000259,PROD00019,10.0,5
OI0000521,ORD000259,PROD00016,-1.0,10
OI0000522,ORD000259,PROD00164,4.0,0
OI0000523,ORD000260,PROD00307,10.0,10
OI0000524,ORD000260,PROD00365,2.0,0
OI0000525,ORD000260,PROD00548,2.0,25
OI0000526,ORD000260,PROD00547,1.0,0
OI0000527,ORD000261,PROD00177,1.0,15
OI0000528,ORD000261,PROD00112,2.0,0
OI0000529,ORD000261,PROD00261,2.0,20
OI0000530,ORD000261,PROD00136,1.0,0
OI0000531,ORD000262,PROD00200,1.0,0
OI0000532,ORD000262,PROD00445,1.0,5
OI0000533,ORD000263,PROD00247,1.0,0
OI0000534,ORD000263,PROD00583,10.0,0
OI0000535,ORD000264,PROD00198,5.0,25
OI0000536,ORD000264,PROD00272,5.0,0
OI0000537,ORD000265,PROD00032,1.0,5
OI0000538,ORD000266,PROD00188,-1.0,15
OI0000539,ORD000267,PROD00203,-1.0,0
OI0000540,ORD000268,PROD00523,3.0,0
OI0000541,ORD000269,PROD00036,5.0,10
OI0000542,ORD000269,PROD00538,4.0,10
OI0000543,ORD000270,PROD00039,3.0,20
OI0000544,ORD000271,PROD00262,-1.0,0
OI0000545,ORD000271,PROD00497,1.0,20
OI0000546,ORD000272,PROD00467,2.0,5
OI0000547,ORD000273,PROD00483,1.0,25
OI0000548,ORD000274,PROD00435,1.0,25
OI0000549,ORD000275,PROD00365,2.0,20
OI0000550,ORD000275,PROD00442,-1.0,10
OI0000551,ORD000276,PROD00065,3.0,5
OI0000552,ORD000277,PROD00342,1.0,0
OI0000553,ORD000277,PROD00526,5.0,0
OI0000554,ORD000277,PROD00177,1.0,25
OI0000555,ORD000278,PROD00421,1.0,5
OI0000556,ORD000278,PROD00519,1.0,0
OI0000557,ORD000278,PROD00208,10.0,10
OI0000558,ORD000279,PROD00598,3.0,10
OI0000559,ORD000279,PROD00022,1.0,25
OI0000560,ORD000279,PROD00150,4.0,5
OI0000561,ORD000280,PROD00125,2.0,0
OI0000562,ORD000281,PROD00335,3.0,5
OI0000563,ORD000282,PROD00405,5.0,25
OI0000564,ORD000283,PROD00162,-1.0,15
OI0000565,ORD000283,PROD00295,5.0,10
OI0000566,ORD000283,PROD00241,1.0,0
OI0000567,ORD000284,PROD00297,2.0,0
OI0000568,ORD000284,PROD00599,4.0,20
OI0000569,ORD000284,PROD00067,1.0,20
OI0000570,ORD000285,PROD00071,2.0,0
OI0000571,ORD000285,PROD00135,4.0,10
OI0000572,ORD000286,PROD00396,1.0,0
OI0000573,ORD000287,PROD00475,5.0,25
OI0000574,ORD000287,PROD00517,1.0,25
OI0000575,ORD000287,PROD00365,1.0,0
OI0000576,ORD000288,PROD00085,1.0,0
OI0000577,ORD000288,PROD00527,1.0,20
OI0000578,ORD000289,PROD00544,1.0,0
OI0000579,ORD000289,PROD00090,2.0,20
