order_item_id,order_id,product_id,quantity,discount_pct
Oi0000210,Ord000104,Prod00229,1.0,15
Oi0000211,Ord000105,Prod00391,3.0,0
Oi0000213,Ord000106,Prod00179,4.0,10
Oi0000214,Ord000106,Prod00533,1.0,0
Oi0000215,Ord000106,Prod00221,3.0,25
Oi0000216,Ord000107,Prod00520,1.0,25
Oi0000217,Ord000108,Prod00171,1.0,20
Oi0000218,Ord000108,Prod00250,3.0,0
Oi0000219,Ord000109,Prod00535,1.0,0
Oi0000220,Ord000109,Prod00521,4.0,20
Oi0000221,Ord000109,Prod00424,1.0,25
Oi0000222,Ord000109,Prod00544,5.0,0
Oi0000223,Ord000110,Prod00081,1.0,0
Oi0000224,Ord000110,Prod00499,1.0,10
Oi0000225,Ord000110,Prod00213,1.0,0
Oi0000226,Ord000111,Prod00462,1.0,25
Oi0000227,Ord000111,Prod00204,1.0,20
Oi0000228,Ord000111,Prod00450,1.0,20
Oi0000229,Ord000112,Prod00084,10.0,20
Oi0000230,Ord000112,Prod00195,3.0,0
Oi0000231,Ord000113,Prod00139,1.0,0
Oi0000233,Ord000113,Prod00581,1.0,20
Oi0000234,Ord000113,Prod00173,5.0,15
Oi0000235,Ord000114,Prod00309,1.0,5
Oi0000236,Ord000115,Prod00581,4.0,25
Oi0000237,Ord000116,Prod00318,500.0,0
Oi0000238,Ord000116,Prod00570,2.0,10
Oi0000239,Ord000117,Prod00079,10.0,20
Oi0000240,Ord000117,Prod00157,1.0,5
Oi0000242,Ord000118,Prod00210,1.0,0
Oi0000243,Ord000119,Prod00574,1.0,0
Oi0000244,Ord000119,Prod00296,1.0,0
Oi0000245,Ord000119,Prod00046,1.0,20
Oi0000246,Ord000120,Prod00207,5.0,10
Oi0000247,Ord000121,Prod00271,2.0,20
Oi0000248,Ord000121,Prod00325,10.0,15
Oi0000249,Ord000121,Prod00094,10.0,25
Oi0000250,Ord000121,Prod00413,3.0,20
Oi0000251,Ord000122,Prod00263,4.0,5
Oi0000252,Ord000123,Prod00599,2.0,15
Oi0000253,Ord000124,Prod00105,1.0,10
Oi0000254,Ord000125,Prod00581,5.0,5
Oi0000255,Ord000125,Prod00194,5.0,10
Oi0000256,Ord000126,Prod00163,1.0,20
Oi0000258,Ord000127,Prod00223,1.0,25
Oi0000259,Ord000128,Prod00225,2.0,5
Oi0000260,Ord000128,Prod00473,1.0,20
Oi0000261,Ord000129,Prod00041,2.0,10
Oi0000262,Ord000129,Prod00155,4.0,10
Oi0000263,Ord000130,Prod00072,1.0,0
Oi0000264,Ord000131,Prod00246,10.0,25
Oi0000265,Ord000131,Prod00583,4.0,15
Oi0000266,Ord000132,Prod00490,1.0,15
Oi0000267,Ord000132,Prod00207,1.0,15
Oi0000270,Ord000135,Prod00516,2.0,0
Oi0000271,Ord000136,Prod00076,2.0,5
Oi0000272,Ord000137,Prod00302,2.0,15
Oi0000273,Ord000137,Prod00080,2.0,25
Oi0000274,Ord000137,Prod00265,2.0,5
Oi0000276,Ord000139,Prod00244,5.0,25
Oi0000277,Ord000139,Prod00070,3.0,25
Oi0000278,Ord000139,Prod00139,3.0,25
Oi0000279,Ord000139,Prod00435,1.0,20
Oi0000280,Ord000140,Prod00074,1.0,5
Oi0000281,Ord000141,Prod00278,5.0,0
Oi0000282,Ord000142,Prod00085,4.0,5
Oi0000283,Ord000142,Prod00467,2.0,0
Oi0000284,Ord000142,Prod00450,1.0,5
Oi0000285,Ord000142,Prod00079,3.0,0
Oi0000286,Ord000143,Prod00448,1.0,15
Oi0000287,Ord000144,Prod00020,1.0,20
Oi0000288,Ord000145,Prod00258,10.0,20
Oi0000289,Ord000146,Prod00077,1.0,5
Oi0000290,Ord000146,Prod00599,1.0,15
Oi0000291,Ord000146,Prod00562,1.0,5
Oi0000292,Ord000147,Prod00272,2.0,0
Oi0000293,Ord000147,Prod00203,3.0,0
Oi0000295,Ord000147,Prod00004,3.0,10
Oi0000296,Ord000148,Prod00335,2.0,20
Oi0000297,Ord000149,Prod00530,1.0,0
Oi0000298,Ord000149,Prod00505,1.0,20
Oi0000299,Ord000149,Prod00403,4.0,0
Oi0000301,Ord000150,Prod00162,2.0,5
Oi0000302,Ord000151,Prod00542,3.0,0
Oi0000303,Ord000151,Prod00101,1.0,15
Oi0000304,Ord000152,Prod00132,2.0,0
Oi0000305,Ord000153,Prod00342,3.0,25
Oi0000306,Ord000154,Prod00321,10.0,10
Oi0000307,Ord000154,Prod00263,1.0,10
Oi0000308,Ord000154,Prod00579,1.0,0
Oi0000309,Ord000155,Prod00115,4.0,0
Oi0000310,Ord000155,Prod00118,2.0,15
Oi0000311,Ord000155,Prod00454,10.0,10
Oi0000312,Ord000156,Prod00398,3.0,0
Oi0000313,Ord000156,Prod00147,1.0,0
Oi0000314,Ord000157,Prod00406,1.0,0
Oi0000316,Ord000157,Prod00559,1.0,25
Oi0000317,Ord000157,Prod00211,3.0,10
Oi0000318,Ord000158,Prod00408,1.0,0
Oi0000319,Ord000158,Prod00060,5.0,25
Oi0000320,Ord000158,Prod00522,2.0,0
Oi0000321,Ord000158,Prod00218,2.0,5
Oi0000322,Ord000159,Prod00441,4.0,25
Oi0000323,Ord000159,Prod00195,2.0,0
Oi0000324,Ord000159,Prod00421,4.0,20
Oi0000325,Ord000160,Prod00247,3.0,15
Oi0000326,Ord000161,Prod00444,2.0,20
Oi0000327,Ord000162,Prod00013,2.0,25
Oi0000328,Ord000162,Prod00076,3.0,15
Oi0000329,Ord000162,Prod00122,4.0,0
Oi0000330,Ord000163,Prod00471,1.0,0
Oi0000331,Ord000163,Prod00245,5.0,15
Oi0000332,Ord000164,Prod00357,4.0,15
Oi0000333,Ord000165,Prod00413,2.0,5
Oi0000334,Ord000165,Prod00563,5.0,15
Oi0000335,Ord000166,Prod00358,1.0,25
Oi0000336,Ord000166,Prod00144,4.0,0
Oi0000337,Ord000167,Prod00520,2.0,25
Oi0000338,Ord000168,Prod00520,3.0,0
Oi0000339,Ord000168,Prod00013,3.0,20
Oi0000340,Ord000169,Prod00480,4.0,20
Oi0000341,Ord000170,Prod00504,5.0,0
Oi0000345,Ord000171,Prod00081,1.0,5
Oi0000346,Ord000171,Prod00569,4.0,0
Oi0000347,Ord000172,Prod00457,5.0,20
Oi0000348,Ord000172,Prod00544,1.0,20
Oi0000349,Ord000172,Prod00346,10.0,20
Oi0000351,Ord000173,Prod00570,1.0,20
Oi0000352,Ord000173,Prod00273,1.0,15
Oi0000353,Ord000174,Prod00228,1.0,5
Oi0000354,Ord000175,Prod00088,10.0,20
Oi0000355,Ord000176,Prod00069,3.0,15
Oi0000356,Ord000177,Prod00428,2.0,0
Oi0000357,Ord000177,Prod00494,3.0,20
Oi0000358,Ord000178,Prod00003,4.0,15
Oi0000359,Ord000178,Prod00464,1.0,0
Oi0000360,Ord000179,Prod00176,1.0,0
Oi0000361,Ord000180,Prod00367,5.0,15
Oi0000362,Ord000181,Prod00123,1.0,0
Oi0000363,Ord000182,Prod00001,2.0,10
Oi0000364,Ord000182,Prod00123,1.0,0
Oi0000365,Ord000183,Prod00299,4.0,0
Oi0000367,Ord000183,Prod00257,500.0,0
Oi0000368,Ord000184,Prod00151,2.0,5
Oi0000369,Ord000185,Prod00217,1.0,20
Oi0000370,Ord000186,Prod00501,10.0,15
Oi0000371,Ord000186,Prod00127,1.0,25
Oi0000373,Ord000187,Prod00421,10.0,10
Oi0000374,Ord000187,Prod00514,2.0,0
Oi0000375,Ord000188,Prod00030,2.0,10
Oi0000376,Ord000188,Prod00101,4.0,5
Oi0000377,Ord000188,Prod00235,1.0,20
Oi0000378,Ord000188,Prod00153,10.0,0
Oi0000379,Ord000189,Prod00366,1.0,0
Oi0000380,Ord000189,Prod00240,1.0,0
Oi0000381,Ord000189,Prod00519,1.0,0
Oi0000382,Ord000189,Prod00559,2.0,25
Oi0000383,Ord000190,Prod00570,2.0,5
Oi0000384,Ord000191,Prod00264,3.0,0
Oi0000385,Ord000191,Prod00010,2.0,0
Oi0000386,Ord000192,Prod00387,10.0,0
Oi0000388,Ord000193,Prod00489,1.0,0
Oi0000389,Ord000194,Prod00143,2.0,5
Oi0000390,Ord000194,Prod00112,2.0,0
Oi0000391,Ord000194,Prod00081,1.0,25
Oi0000392,Ord000194,Prod00254,5.0,20
Oi0000393,Ord000195,Prod00375,2.0,0
Oi0000394,Ord000196,Prod00053,2.0,0
Oi0000395,Ord000197,Prod00412,2.0,5
Oi0000396,Ord000197,Prod00250,1.0,5
Oi0000397,Ord000198,Prod00088,10.0,10
Oi0000398,Ord000199,Prod00364,5.0,0
Oi0000399,Ord000199,Prod00189,2.0,20
Oi0000400,Ord000200,Prod00084,10.0,10
Oi0000401,Ord000200,Prod00363,1.0,10
Oi0000402,Ord000201,Prod00459,1.0,0
Oi0000403,Ord000202,Prod00286,1.0,5
Oi0000404,Ord000202,Prod00592,1.0,25
Oi0000405,Ord000202,Prod00369,4.0,5
Oi0000406,Ord000203,Prod00246,5.0,0
Oi0000407,Ord000204,Prod00382,1.0,25
Oi0000408,Ord000205,Prod00262,1.0,0
Oi0000409,Ord000205,Prod00151,1.0,5
Oi0000410,Ord000205,Prod00027,5.0,10
Oi0000411,Ord000206,Prod00223,1.0,0
Oi0000412,Ord000206,Prod00496,3.0,5
Oi0000413,Ord000206,Prod00096,5.0,15
Oi0000414,Ord000207,Prod00480,2.0,10
Oi0000415,Ord000208,Prod00546,5.0,20
Oi0000417,Ord000210,Prod00071,1.0,10
Oi0000418,Ord000210,Prod00096,1.0,15
Oi0000419,Ord000211,Prod00399,1.0,25
Oi0000420,Ord000212,Prod00239,1.0,0
Oi0000421,Ord000212,Prod00503,5.0,10
Oi0000422,Ord000212,Prod00131,1.0,10
Oi0000423,Ord000213,Prod00134,2.0,0
Oi0000424,Ord000214,Prod00458,3.0,0
Oi0000425,Ord000214,Prod00547,10.0,15
Oi0000427,Ord000215,Prod00282,3.0,20
Oi0000428,Ord000215,Prod00178,1.0,0
Oi0000429,Ord000215,Prod00099,2.0,5
Oi0000430,Ord000216,Prod00025,5.0,20
Oi0000431,Ord000216,Prod00428,4.0,15
Oi0000432,Ord000217,Prod00361,3.0,0
Oi0000433,Ord000218,Prod00464,2.0,15
Oi0000434,Ord000219,Prod00224,3.0,0
Oi0000435,Ord000219,Prod00378,1.0,15
Oi0000436,Ord000220,Prod00251,1.0,15
Oi0000437,Ord000220,Prod00383,2.0,25
Oi0000438,Ord000221,Prod00289,1.0,15
Oi0000439,Ord000221,Prod00593,10.0,15
Oi0000440,Ord000222,Prod00476,10.0,0
Oi0000441,Ord000222,Prod00017,1.0,5
Oi0000442,Ord000222,Prod00421,5.0,5
Oi0000443,Ord000223,Prod00358,4.0,5
Oi0000444,Ord000223,Prod00073,1.0,0
Oi0000445,Ord000223,Prod00112,3.0,25
Oi0000446,Ord000223,Prod00185,2.0,5
Oi0000448,Ord000224,Prod00555,4.0,0
Oi0000449,Ord000224,Prod00315,3.0,5
Oi0000450,Ord000225,Prod00246,2.0,25
Oi0000451,Ord000225,Prod00487,1.0,0
Oi0000452,Ord000225,Prod00519,2.0,0
Oi0000453,Ord000226,Prod00203,2.0,0
Oi0000455,Ord000227,Prod00015,1.0,0
Oi0000456,Ord000228,Prod00074,1.0,10
Oi0000458,Ord000229,Prod00567,1.0,0
Oi0000459,Ord000230,Prod00318,5.0,0
Oi0000460,Ord000230,Prod00493,5.0,20
Oi0000463,Ord000231,Prod00177,2.0,0
Oi0000464,Ord000231,Prod00528,3.0,0
Oi0000465,Ord000231,Prod00420,2.0,0
Oi0000466,Ord000231,Prod00187,2.0,10
Oi0000467,Ord000232,Prod00543,1.0,15
Oi0000468,Ord000232,Prod00176,10.0,15
Oi0000469,Ord000233,Prod00351,3.0,5
Oi0000470,Ord000234,Prod00304,1.0,0
Oi0000471,Ord000235,Prod00431,1.0,0
Oi0000472,Ord000235,Prod00493,2.0,0
Oi0000473,Ord000235,Prod00223,5.0,15
Oi0000474,Ord000235,Prod00433,1.0,0
Oi0000475,Ord000236,Prod00098,4.0,0
Oi0000476,Ord000236,Prod00237,3.0,0
Oi0000477,Ord000236,Prod00378,2.0,10
Oi0000478,Ord000236,Prod00577,5.0,0
Oi0000479,Ord000237,Prod00435,2.0,25
Oi0000480,Ord000237,Prod00571,10.0,5
Oi0000481,Ord000237,Prod00126,10.0,5
Oi0000482,Ord000237,Prod00312,1.0,20
Oi0000483,Ord000238,Prod00575,4.0,0
Oi0000484,Ord000238,Prod00007,4.0,25
Oi0000485,Ord000239,Prod00005,2.0,15
Oi0000486,Ord000239,Prod00190,1.0,0
Oi0000487,Ord000239,Prod00589,1.0,0
Oi0000488,Ord000240,Prod00177,2.0,10
Oi0000489,Ord000241,Prod00228,1.0,20
Oi0000491,Ord000243,Prod00461,1.0,10
Oi0000492,Ord000244,Prod00327,10.0,25
Oi0000494,Ord000246,Prod00326,3.0,10
Oi0000495,Ord000246,Prod00395,4.0,10
Oi0000496,Ord000246,Prod00349,1.0,0
Oi0000497,Ord000247,Prod00151,5.0,10
Oi0000498,Ord000248,Prod00483,5.0,20
Oi0000499,Ord000248,Prod00454,10.0,10
Oi0000500,Ord000248,Prod00040,2.0,15
Oi0000501,Ord000248,Prod00316,1.0,15
Oi0000502,Ord000249,Prod00447,1.0,15
Oi0000504,Ord000249,Prod00310,2.0,10
Oi0000505,Ord000250,Prod00497,1.0,0
Oi0000506,Ord000251,Prod00474,10.0,0
Oi0000507,Ord000252,Prod00338,2.0,20
Oi0000508,Ord000252,Prod00454,4.0,0
Oi0000509,Ord000252,Prod00005,2.0,0
Oi0000510,Ord000253,Prod00341,3.0,25
Oi0000511,Ord000254,Prod00468,5.0,0
Oi0000512,Ord000254,Prod00386,1.0,5
Oi0000513,Ord000255,Prod00552,2.0,5
Oi0000514,Ord000255,Prod00160,1.0,15
Oi0000515,Ord000255,Prod00597,1.0,25
Oi0000516,Ord000256,Prod00171,2.0,25
Oi0000517,Ord000257,Prod00515,4.0,5
Oi0000518,Ord000258,Prod00215,10.0,0
Oi0000519,Ord000259,Prod00206,10.0,10
Oi0000520,Ord000259,Prod00019,10.0,5
Oi0000522,Ord000259,Prod00164,4.0,0
Oi0000523,Ord000260,Prod00307,10.0,10
Oi0000524,Ord000260,Prod00365,2.0,0
Oi0000525,Ord000260,Prod00548,2.0,25
Oi0000526,Ord000260,Prod00547,1.0,0
Oi0000527,Ord000261,Prod00177,1.0,15
Oi0000528,Ord000261,Prod00112,2.0,0
Oi0000529,Ord000261,Prod00261,2.0,20
Oi0000530,Ord000261,Prod00136,1.0,0
Oi0000531,Ord000262,Prod00200,1.0,0
Oi0000532,Ord000262,Prod00445,1.0,5
Oi0000533,Ord000263,Prod00247,1.0,0
Oi0000534,Ord000263,Prod00583,10.0,0
Oi0000535,Ord000264,Prod00198,5.0,25
Oi0000536,Ord000264,Prod00272,5.0,0
Oi0000537,Ord000265,Prod00032,1.0,5
Oi0000540,Ord000268,Prod00523,3.0,0
Oi0000541,Ord000269,Prod00036,5.0,10
Oi0000543,Ord000270,Prod00039,3.0,20
Oi0000545,Ord000271,Prod00497,1.0,20
Oi0000546,Ord000272,Prod00467,2.0,5
Oi0000547,Ord000273,Prod00483,1.0,25
Oi0000548,Ord000274,Prod00435,1.0,25
Oi0000549,Ord000275,Prod00365,2.0,20
Oi0000551,Ord000276,Prod00065,3.0,5
Oi0000552,Ord000277,Prod00342,1.0,0
Oi0000553,Ord000277,Prod00526,5.0,0
Oi0000554,Ord000277,Prod00177,1.0,25
Oi0000555,Ord000278,Prod00421,1.0,5
Oi0000556,Ord000278,Prod00519,1.0,0
Oi0000557,Ord000278,Prod00208,10.0,10
Oi0000558,Ord000279,Prod00598,3.0,10
Oi0000560,Ord000279,Prod00150,4.0,5
Oi0000561,Ord000280,Prod00125,2.0,0
Oi0000562,Ord000281,Prod00335,3.0,5
Oi0000563,Ord000282,Prod00405,5.0,25
Oi0000565,Ord000283,Prod00295,5.0,10
Oi0000566,Ord000283,Prod00241,1.0,0
Oi0000567,Ord000284,Prod00297,2.0,0
Oi0000568,Ord000284,Prod00599,4.0,20
Oi0000569,Ord000284,Prod00067,1.0,20
Oi0000570,Ord000285,Prod00071,2.0,0
Oi0000571,Ord000285,Prod00135,4.0,10
Oi0000572,Ord000286,Prod00396,1.0,0
Oi0000573,Ord000287,Prod00475,5.0,25
Oi0000574,Ord000287,Prod00517,1.0,25
Oi0000575,Ord000287,Prod00365,1.0,0
Oi0000576,Ord000288,Prod00085,1.0,0
Oi0000577,Ord000288,Prod00527,1.0,20
Oi0000578,Ord000289,Prod00544,1.0,0
Oi0000579,Ord000289,Prod00090,2.0,20
Oi0000580,Ord000290,Prod00209,4.0,0
Oi0000581,Ord000290,Prod00034,1.0,10
Oi0000582,Ord000291,Prod00229,10.0,0
Oi0000583,Ord000292,Prod00144,1.0,10
Oi0000584,Ord000292,Prod00484,1.0,15
Oi0000585,Ord000292,Prod00361,4.0,25
Oi0000586,Ord000293,Prod00210,5.0,0
Oi0000587,Ord000294,Prod00198,3.0,5
Oi0000588,Ord000294,Prod00086,2.0,0
Oi0000589,Ord000295,Prod00243,2.0,15
Oi0000591,Ord000297,Prod00128,4.0,0
Oi0000592,Ord000297,Prod00264,1.0,0
Oi0000593,Ord000298,Prod00113,5.0,0
Oi0000594,Ord000299,Prod00469,1.0,0
Oi0000595,Ord000299,Prod00340,500.0,0
Oi0000596,Ord000299,Prod00048,1.0,5
Oi0000597,Ord000299,Prod00591,1.0,15
Oi0000598,Ord000300,Prod00031,1.0,25
Oi0000599,Ord000301,Prod00302,1.0,15
Oi0000600,Ord000301,Prod00302,10.0,0
Oi0000601,Ord000301,Prod00527,2.0,15
Oi0000602,Ord000301,Prod00205,10.0,5
Oi0000603,Ord000302,Prod00312,10.0,25
Oi0000604,Ord000303,Prod00159,10.0,5
Oi0000605,Ord000304,Prod00169,1.0,0
Oi0000606,Ord000304,Prod00293,5.0,0
Oi0000607,Ord000305,Prod00439,1.0,15
Oi0000608,Ord000305,Prod00289,1.0,0
Oi0000610,Ord000307,Prod00195,3.0,5
Oi0000612,Ord000307,Prod00419,1.0,20
Oi0000613,Ord000308,Prod00352,4.0,10
Oi0000614,Ord000308,Prod00184,10.0,25
Oi0000615,Ord000309,Prod00371,3.0,0
Oi0000617,Ord000310,Prod00312,1.0,0
Oi0000618,Ord000310,Prod00151,3.0,5
Oi0000619,Ord000311,Prod00296,1.0,20
Oi0000621,Ord000312,Prod00454,10.0,0
Oi0000622,Ord000313,Prod00073,2.0,25
Oi0000623,Ord000314,Prod00416,2.0,20
Oi0000624,Ord000314,Prod00295,2.0,0
Oi0000625,Ord000314,Prod00405,1.0,0
Oi0000626,Ord000315,Prod00245,10.0,5
