product_id,product_name,category,sub_category,unit_price,weight_kg,supplier_id
Prod00046,Cameras Item 46,Electronics,Cameras,1328.16,23.51,Sup0007
Prod00047,Team Sports Item 47,Sports,Team Sports,9112.0,3.54,Sup0040
Prod00048,Bags Item 48,Fashion,Bags,2377.49,3.91,Sup0027
Prod00049,Cookware Item 49,Home & Kitchen,Cookware,6753.73,22.55,Sup0042
Prod00050,Cameras Item 50,Electronics,Cameras,5954.57,19.69,Sup0014
Prod00051,Women Clothing Item 51,Fashion,Women Clothing,908.26,6.3,Sup0012
Prod00053,Fitness Item 53,Sports,Fitness,6504.74,21.19,Sup0028
Prod00054,Mobiles Item 54,Electronics,Mobiles,19665.65,14.95,Sup0019
Prod00055,Fiction Item 55,Books,Fiction,957.41,8.51,Sup0030
Prod00056,Decor Item 56,Home & Kitchen,Decor,13856.33,18.48,Sup0052
Prod00058,Comics Item 58,Books,Comics,1190.36,21.14,Sup0003
Prod00059,Fitness Item 59,Sports,Fitness,2878.05,8.81,Sup0012
Prod00060,Men Clothing Item 60,Fashion,Men Clothing,2746.32,23.54,Sup0039
Prod00061,Fitness Item 61,Sports,Fitness,4532.03,2.89,Sup0028
Prod00062,Team Sports Item 62,Sports,Team Sports,3153.91,6.43,Sup0021
Prod00063,Watches Item 63,Fashion,Watches,1304.53,10.93,Sup0030
Prod00064,Cycling Item 64,Sports,Cycling,3382.73,20.81,Sup0059
Prod00065,Dairy Item 65,Grocery,Dairy,1123.79,15.85,Sup0034
Prod00066,Non-Fiction Item 66,Books,Non-Fiction,1345.12,19.33,Sup0032
Prod00067,Children Item 67,Books,Children,934.99,15.8,Sup0051
Prod00068,Storage Item 68,Home & Kitchen,Storage,12500.69,12.7,Sup0030
Prod00069,Cameras Item 69,Electronics,Cameras,54588.47,20.28,Sup0054
Prod00070,Men Clothing Item 70,Fashion,Men Clothing,2301.24,10.25,Sup0022
Prod00071,Cookware Item 71,Home & Kitchen,Cookware,5890.48,3.8,Sup0006
Prod00072,Comics Item 72,Books,Comics,723.43,17.59,Sup0040
Prod00073,Comics Item 73,Books,Comics,1555.46,25.0,Sup0010
Prod00074,Yoga Item 74,Sports,Yoga,3891.85,19.29,Sup0052
Prod00075,Furniture Item 75,Home & Kitchen,Furniture,11323.01,19.62,Sup0058
Prod00076,Personal Care Item 76,Grocery,Personal Care,639.62,21.83,Sup0004
Prod00077,Accessories Item 77,Electronics,Accessories,51144.38,23.66,Sup0015
Prod00078,Snacks Item 78,Grocery,Snacks,140.78,17.88,Sup0022
Prod00079,Beverages Item 79,Grocery,Beverages,1360.67,23.51,Sup0039
Prod00080,Cookware Item 80,Home & Kitchen,Cookware,11939.4,0.46,Sup0033
Prod00081,Accessories Item 81,Electronics,Accessories,21492.55,13.62,Sup0051
Prod00082,Snacks Item 82,Grocery,Snacks,44.04,15.73,Sup0050
Prod00083,Appliances Item 83,Home & Kitchen,Appliances,12481.2,3.41,Sup0046
Prod00084,Laptops Item 84,Electronics,Laptops,,16.19,Sup0019
Prod00085,Decor Item 85,Home & Kitchen,Decor,13358.87,12.43,Sup0032
Prod00086,Cameras Item 86,Electronics,Cameras,5196.16,7.7,Sup0039
Prod00088,Laptops Item 88,Electronics,Laptops,50995.82,23.74,Sup0003
Prod00089,Storage Item 89,Home & Kitchen,Storage,8012.48,18.41,Sup0032
Prod00090,Storage Item 90,Home & Kitchen,Storage,10455.61,4.36,Sup0046
Prod00091,Decor Item 91,Home & Kitchen,Decor,4461.88,4.39,Sup0024
Prod00092,Women Clothing Item 92,Fashion,Women Clothing,326.16,2.2,Sup0020
Prod00093,Personal Care Item 93,Grocery,Personal Care,970.66,21.96,Sup0050
Prod00094,Watches Item 94,Fashion,Watches,4367.42,5.68,Sup0040
Prod00095,Furniture Item 95,Home & Kitchen,Furniture,2008.78,23.54,Sup0010
Prod00096,Appliances Item 96,Home & Kitchen,Appliances,1356.16,14.32,Sup0040
Prod00097,Decor Item 97,Home & Kitchen,Decor,10322.11,12.13,Sup0014
Prod00098,Decor Item 98,Home & Kitchen,Decor,5652.52,6.24,Sup0007
Prod00099,Beverages Item 99,Grocery,Beverages,1401.95,24.9,Sup0030
Prod00100,Dairy Item 100,Grocery,Dairy,92.01,16.83,Sup0019
Prod00101,Decor Item 101,Home & Kitchen,Decor,6098.64,12.63,Sup0049
Prod00102,Fitness Item 102,Sports,Fitness,5666.75,15.08,Sup0026
Prod00103,Storage Item 103,Home & Kitchen,Storage,13413.01,15.43,Sup0054
Prod00104,Cycling Item 104,Sports,Cycling,6803.3,19.93,Sup0047
Prod00105,Appliances Item 105,Home & Kitchen,Appliances,8815.32,3.74,Sup0044
Prod00106,Men Clothing Item 106,Fashion,Men Clothing,2210.15,21.22,Sup0047
Prod00107,Storage Item 107,Home & Kitchen,Storage,2721.76,18.04,Sup0042
Prod00108,Footwear Item 108,Fashion,Footwear,1279.36,7.96,Sup0023
Prod00109,Cookware Item 109,Home & Kitchen,Cookware,13452.04,1.1,Sup0042
Prod00110,Storage Item 110,Home & Kitchen,Storage,4176.32,6.02,Sup0004
Prod00111,Mobiles Item 111,Electronics,Mobiles,25091.43,10.2,Sup0060
Prod00112,Decor Item 112,Home & Kitchen,Decor,11565.57,0.98,Sup0059
Prod00113,Cameras Item 113,Electronics,Cameras,47383.66,15.09,Sup0060
Prod00114,Yoga Item 114,Sports,Yoga,2089.55,11.5,Sup0017
Prod00115,Appliances Item 115,Home & Kitchen,Appliances,9222.67,10.05,Sup0007
Prod00116,Men Clothing Item 116,Fashion,Men Clothing,,16.36,Sup0045
Prod00117,Watches Item 117,Fashion,Watches,4630.91,9.22,Sup0015
Prod00118,Children Item 118,Books,Children,1668.47,17.02,Sup0039
Prod00119,Academic Item 119,Books,Academic,1187.71,8.24,Sup0034
Prod00120,Snacks Item 120,Grocery,Snacks,215.28,16.84,Sup0020
Prod00122,Comics Item 122,Books,Comics,251.56,21.87,Sup0009
Prod00123,Cycling Item 123,Sports,Cycling,422.81,13.63,Sup0035
Prod00124,Footwear Item 124,Fashion,Footwear,4401.0,22.23,Sup0016
Prod00125,Fitness Item 125,Sports,Fitness,7592.98,24.84,Sup0015
Prod00126,Team Sports Item 126,Sports,Team Sports,4252.89,14.81,Sup0048
Prod00127,Snacks Item 127,Grocery,Snacks,1182.99,9.44,Sup0049
Prod00128,Non-Fiction Item 128,Books,Non-Fiction,353.91,5.12,Sup0042
Prod00129,Outdoor Item 129,Sports,Outdoor,913.29,16.8,Sup0014
Prod00130,Laptops Item 130,Electronics,Laptops,56261.01,5.15,Sup0059
Prod00131,Dairy Item 131,Grocery,Dairy,1326.56,19.05,Sup0021
Prod00132,Outdoor Item 132,Sports,Outdoor,7256.12,5.79,Sup0037
Prod00133,Academic Item 133,Books,Academic,418.81,4.27,Sup0047
Prod00134,Fiction Item 134,Books,Fiction,111.14,15.79,Sup0005
Prod00135,Cookware Item 135,Home & Kitchen,Cookware,9305.31,0.35,Sup0034
Prod00136,Cycling Item 136,Sports,Cycling,1659.2,20.39,Sup0018
Prod00137,Dairy Item 137,Grocery,Dairy,1245.53,0.84,Sup0026
Prod00138,Laptops Item 138,Electronics,Laptops,5419.82,22.98,Sup0015
Prod00139,Staples Item 139,Grocery,Staples,1350.98,7.9,Sup0042
Prod00140,Snacks Item 140,Grocery,Snacks,1277.17,18.51,Sup0051
Prod00141,Cookware Item 141,Home & Kitchen,Cookware,1278.87,8.19,Sup0041
Prod00142,Appliances Item 142,Home & Kitchen,Appliances,10243.47,17.84,Sup0006
Prod00143,Watches Item 143,Fashion,Watches,711.44,4.73,Sup0029
Prod00144,Headphones Item 144,Electronics,Headphones,33476.08,18.13,Sup0036
Prod00145,Watches Item 145,Fashion,Watches,1490.81,19.58,Sup0024
Prod00146,Yoga Item 146,Sports,Yoga,3455.73,8.27,Sup0022
Prod00147,Outdoor Item 147,Sports,Outdoor,1940.85,18.39,Sup0041
Prod00148,Staples Item 148,Grocery,Staples,854.5,13.77,Sup0040
Prod00149,Cookware Item 149,Home & Kitchen,Cookware,6225.75,17.9,Sup0051
Prod00150,Cycling Item 150,Sports,Cycling,560.3,20.32,Sup0039
Prod00151,Academic Item 151,Books,Academic,1936.91,19.92,Sup0007
Prod00152,Yoga Item 152,Sports,Yoga,7768.95,8.66,Sup0002
Prod00153,Mobiles Item 153,Electronics,Mobiles,49963.41,2.49,Sup0047
Prod00154,Fiction Item 154,Books,Fiction,1506.67,13.82,Sup0022
Prod00155,Beverages Item 155,Grocery,Beverages,1111.33,0.16,Sup0014
Prod00156,Accessories Item 156,Electronics,Accessories,6554.25,13.22,Sup0041
Prod00157,Headphones Item 157,Electronics,Headphones,21443.1,16.82,Sup0021
Prod00158,Non-Fiction Item 158,Books,Non-Fiction,1307.09,16.15,Sup0012
Prod00159,Storage Item 159,Home & Kitchen,Storage,14284.85,16.34,Sup0027
Prod00160,Beverages Item 160,Grocery,Beverages,452.29,11.46,Sup0048
Prod00161,Fitness Item 161,Sports,Fitness,7616.51,5.5,Sup0028
Prod00162,Cookware Item 162,Home & Kitchen,Cookware,12278.42,20.28,Sup0038
Prod00163,Beverages Item 163,Grocery,Beverages,1212.05,4.25,Sup0003
Prod00164,Fitness Item 164,Sports,Fitness,2917.77,3.36,Sup0010
Prod00165,Comics Item 165,Books,Comics,1303.53,2.37,Sup0033
Prod00166,Personal Care Item 166,Grocery,Personal Care,1104.43,8.99,Sup0005
Prod00167,Watches Item 167,Fashion,Watches,4176.05,17.08,Sup0004
Prod00168,Mobiles Item 168,Electronics,Mobiles,55801.26,22.06,Sup0020
Prod00169,Academic Item 169,Books,Academic,679.77,5.89,Sup0042
Prod00170,Laptops Item 170,Electronics,Laptops,35823.93,17.37,Sup0031
Prod00171,Mobiles Item 171,Electronics,Mobiles,19144.41,3.61,Sup0034
Prod00172,Furniture Item 172,Home & Kitchen,Furniture,6263.89,18.82,Sup0038
Prod00173,Women Clothing Item 173,Fashion,Women Clothing,604.39,21.2,Sup0043
Prod00174,Watches Item 174,Fashion,Watches,461.93,14.87,Sup0034
Prod00175,Furniture Item 175,Home & Kitchen,Furniture,6399.82,1.87,Sup0038
Prod00176,Cameras Item 176,Electronics,Cameras,30643.33,15.42,Sup0018
Prod00177,Bags Item 177,Fashion,Bags,3014.9,23.84,Sup0016
Prod00178,Dairy Item 178,Grocery,Dairy,1116.17,4.14,Sup0040
Prod00179,Furniture Item 179,Home & Kitchen,Furniture,13120.88,10.76,Sup0034
Prod00180,Cameras Item 180,Electronics,Cameras,27584.27,14.37,Sup0047
Prod00181,Laptops Item 181,Electronics,Laptops,3235.9,17.86,Sup0042
Prod00182,Academic Item 182,Books,Academic,439.93,24.54,Sup0042
Prod00183,Decor Item 183,Home & Kitchen,Decor,5628.45,9.24,Sup0003
Prod00184,Outdoor Item 184,Sports,Outdoor,,8.41,Sup0049
Prod00185,Laptops Item 185,Electronics,Laptops,32023.96,23.04,Sup0058
Prod00186,Snacks Item 186,Grocery,Snacks,603.64,3.31,Sup0019
Prod00187,Academic Item 187,Books,Academic,1210.53,4.15,Sup0030
Prod00188,Watches Item 188,Fashion,Watches,1472.04,1.06,Sup0054
Prod00189,Storage Item 189,Home & Kitchen,Storage,4013.48,18.71,Sup0016
Prod00190,Mobiles Item 190,Electronics,Mobiles,4169.32,2.15,Sup0038
Prod00191,Laptops Item 191,Electronics,Laptops,,11.55,Sup0011
Prod00192,Snacks Item 192,Grocery,Snacks,1364.29,15.37,Sup0040
Prod00193,Cycling Item 193,Sports,Cycling,8869.59,20.06,Sup0051
Prod00194,Dairy Item 194,Grocery,Dairy,495.97,0.78,Sup0052
Prod00195,Team Sports Item 195,Sports,Team Sports,6637.27,22.94,Sup0004
Prod00196,Staples Item 196,Grocery,Staples,370.1,14.81,Sup0046
Prod00198,Women Clothing Item 198,Fashion,Women Clothing,1051.81,3.58,Sup0008
Prod00199,Storage Item 199,Home & Kitchen,Storage,4940.66,12.21,Sup0021
Prod00200,Team Sports Item 200,Sports,Team Sports,6947.28,23.72,Sup0040
Prod00201,Fitness Item 201,Sports,Fitness,6468.54,8.31,Sup0005
Prod00202,Headphones Item 202,Electronics,Headphones,,9.68,Sup0047
Prod00203,Staples Item 203,Grocery,Staples,1298.8,1.89,Sup0055
Prod00204,Mobiles Item 204,Electronics,Mobiles,20837.59,24.63,Sup0058
Prod00205,Bags Item 205,Fashion,Bags,954.1,18.26,Sup0017
Prod00206,Dairy Item 206,Grocery,Dairy,25.65,12.03,Sup0007
Prod00207,Cameras Item 207,Electronics,Cameras,50704.26,4.66,Sup0057
Prod00208,Personal Care Item 208,Grocery,Personal Care,243.67,20.21,Sup0027
Prod00209,Dairy Item 209,Grocery,Dairy,722.74,22.57,Sup0046
Prod00210,Yoga Item 210,Sports,Yoga,1838.21,1.11,Sup0006
Prod00211,Non-Fiction Item 211,Books,Non-Fiction,836.78,8.19,Sup0018
Prod00212,Children Item 212,Books,Children,1206.67,2.55,Sup0007
Prod00213,Team Sports Item 213,Sports,Team Sports,4835.86,15.48,Sup0044
Prod00214,Furniture Item 214,Home & Kitchen,Furniture,4138.48,21.08,Sup0055
Prod00215,Footwear Item 215,Fashion,Footwear,2326.93,5.32,Sup0053
Prod00216,Cookware Item 216,Home & Kitchen,Cookware,4770.18,0.77,Sup0013
Prod00217,Cameras Item 217,Electronics,Cameras,3508.28,17.05,Sup0016
Prod00218,Dairy Item 218,Grocery,Dairy,,1.29,Sup0055
Prod00219,Non-Fiction Item 219,Books,Non-Fiction,,22.79,Sup0042
Prod00220,Team Sports Item 220,Sports,Team Sports,8545.54,7.59,Sup0034
Prod00221,Team Sports Item 221,Sports,Team Sports,4921.04,8.16,Sup0018
Prod00222,Furniture Item 222,Home & Kitchen,Furniture,13510.35,17.03,Sup0047
Prod00223,Personal Care Item 223,Grocery,Personal Care,866.62,13.39,Sup0051
Prod00224,Furniture Item 224,Home & Kitchen,Furniture,2839.87,19.08,Sup0012
Prod00225,Footwear Item 225,Fashion,Footwear,4382.87,2.99,Sup0004
Prod00226,Cameras Item 226,Electronics,Cameras,53420.85,3.48,Sup0013
Prod00227,Beverages Item 227,Grocery,Beverages,741.62,0.17,Sup0018
Prod00228,Watches Item 228,Fashion,Watches,3942.81,0.17,Sup0035
Prod00229,Appliances Item 229,Home & Kitchen,Appliances,9456.3,9.62,Sup0038
Prod00230,Storage Item 230,Home & Kitchen,Storage,5166.85,9.01,Sup0013
Prod00231,Laptops Item 231,Electronics,Laptops,13847.12,19.81,Sup0025
Prod00232,Accessories Item 232,Electronics,Accessories,59683.47,13.7,Sup0031
Prod00233,Headphones Item 233,Electronics,Headphones,25541.85,12.81,Sup0040
Prod00234,Bags Item 234,Fashion,Bags,,12.43,Sup0014
Prod00235,Mobiles Item 235,Electronics,Mobiles,54459.36,2.58,Sup0017
Prod00236,Storage Item 236,Home & Kitchen,Storage,13130.99,2.94,Sup0055
Prod00237,Non-Fiction Item 237,Books,Non-Fiction,807.35,2.89,Sup0026
Prod00238,Personal Care Item 238,Grocery,Personal Care,1050.33,10.43,Sup0038
Prod00239,Cycling Item 239,Sports,Cycling,7327.33,12.23,Sup0057
Prod00240,Cookware Item 240,Home & Kitchen,Cookware,11547.8,8.49,Sup0034
Prod00241,Non-Fiction Item 241,Books,Non-Fiction,1794.81,0.34,Sup0060
Prod00242,Men Clothing Item 242,Fashion,Men Clothing,1739.04,20.44,Sup0006
Prod00243,Personal Care Item 243,Grocery,Personal Care,46.3,20.66,Sup0051
Prod00244,Yoga Item 244,Sports,Yoga,731.9,14.03,Sup0040
Prod00245,Snacks Item 245,Grocery,Snacks,545.61,9.38,Sup0007
Prod00246,Comics Item 246,Books,Comics,967.84,17.93,Sup0007
Prod00247,Children Item 247,Books,Children,,18.42,Sup0036
Prod00248,Outdoor Item 248,Sports,Outdoor,6643.71,22.04,Sup0027
Prod00249,Storage Item 249,Home & Kitchen,Storage,6874.76,7.51,Sup0045
Prod00250,Outdoor Item 250,Sports,Outdoor,6789.26,23.96,Sup0033
Prod00251,Appliances Item 251,Home & Kitchen,Appliances,10057.28,21.19,Sup0052
Prod00252,Mobiles Item 252,Electronics,Mobiles,12394.19,7.41,Sup0049
Prod00253,Yoga Item 253,Sports,Yoga,7886.21,16.63,Sup0060
Prod00254,Academic Item 254,Books,Academic,1734.71,5.68,Sup0041
Prod00255,Yoga Item 255,Sports,Yoga,9837.84,18.39,Sup0008
Prod00256,Women Clothing Item 256,Fashion,Women Clothing,1424.08,1.32,Sup0060
Prod00257,Yoga Item 257,Sports,Yoga,2001.92,10.43,Sup0035
Prod00258,Academic Item 258,Books,Academic,1166.1,16.25,Sup0008
Prod00259,Yoga Item 259,Sports,Yoga,8002.82,18.11,Sup0002
Prod00260,Cycling Item 260,Sports,Cycling,1006.99,19.34,Sup0035
Prod00261,Watches Item 261,Fashion,Watches,1186.78,1.85,Sup0044
Prod00262,Mobiles Item 262,Electronics,Mobiles,3728.95,15.77,Sup0028
Prod00263,Accessories Item 263,Electronics,Accessories,4262.64,17.16,Sup0039
Prod00264,Snacks Item 264,Grocery,Snacks,598.67,3.64,Sup0044
Prod00265,Academic Item 265,Books,Academic,1187.74,13.71,Sup0006
Prod00266,Furniture Item 266,Home & Kitchen,Furniture,7761.41,4.57,Sup0052
Prod00267,Cycling Item 267,Sports,Cycling,2134.69,8.96,Sup0043
Prod00268,Footwear Item 268,Fashion,Footwear,1776.06,23.97,Sup0011
Prod00269,Comics Item 269,Books,Comics,945.63,12.2,Sup0007
Prod00270,Bags Item 270,Fashion,Bags,3721.01,20.33,Sup0038
Prod00271,Team Sports Item 271,Sports,Team Sports,3785.02,18.34,Sup0019
Prod00272,Appliances Item 272,Home & Kitchen,Appliances,14465.4,4.02,Sup0037
Prod00273,Comics Item 273,Books,Comics,543.87,12.97,Sup0051
Prod00274,Mobiles Item 274,Electronics,Mobiles,58845.09,13.63,Sup0012
Prod00275,Accessories Item 275,Electronics,Accessories,15469.39,22.18,Sup0001
Prod00276,Accessories Item 276,Electronics,Accessories,38786.88,20.29,Sup0047
Prod00277,Outdoor Item 277,Sports,Outdoor,6005.01,22.28,Sup0010
Prod00278,Dairy Item 278,Grocery,Dairy,1097.4,15.18,Sup0031
Prod00279,Outdoor Item 279,Sports,Outdoor,2792.3,11.36,Sup0038
Prod00280,Laptops Item 280,Electronics,Laptops,31601.32,15.02,Sup0057
Prod00281,Beverages Item 281,Grocery,Beverages,1407.85,21.88,Sup0045
Prod00282,Staples Item 282,Grocery,Staples,1051.13,5.85,Sup0055
Prod00283,Furniture Item 283,Home & Kitchen,Furniture,255.64,20.12,Sup0027
Prod00284,Decor Item 284,Home & Kitchen,Decor,5579.81,19.61,Sup0031
Prod00285,Appliances Item 285,Home & Kitchen,Appliances,11076.37,17.5,Sup0011
Prod00286,Yoga Item 286,Sports,Yoga,251.85,23.15,Sup0028
Prod00288,Children Item 288,Books,Children,,6.02,Sup0001
Prod00289,Staples Item 289,Grocery,Staples,42.74,18.17,Sup0036
Prod00290,Furniture Item 290,Home & Kitchen,Furniture,13956.25,1.86,Sup0019
Prod00291,Appliances Item 291,Home & Kitchen,Appliances,10458.75,24.03,Sup0030
Prod00292,Snacks Item 292,Grocery,Snacks,346.17,8.86,Sup0035
Prod00293,Cameras Item 293,Electronics,Cameras,40585.03,6.76,Sup0040
Prod00294,Non-Fiction Item 294,Books,Non-Fiction,1688.87,19.48,Sup0008
Prod00295,Fitness Item 295,Sports,Fitness,6282.54,22.43,Sup0056
Prod00296,Team Sports Item 296,Sports,Team Sports,,8.71,Sup0056
Prod00297,Children Item 297,Books,Children,717.65,6.53,Sup0036
Prod00298,Decor Item 298,Home & Kitchen,Decor,6373.53,14.31,Sup0003
Prod00299,Furniture Item 299,Home & Kitchen,Furniture,,10.57,Sup0009
Prod00301,Decor Item 301,Home & Kitchen,Decor,12178.74,15.16,Sup0037
Prod00302,Decor Item 302,Home & Kitchen,Decor,11654.95,23.92,Sup0056
Prod00303,Children Item 303,Books,Children,701.39,6.72,Sup0042
Prod00304,Appliances Item 304,Home & Kitchen,Appliances,2634.67,18.61,Sup0048
Prod00305,Cameras Item 305,Electronics,Cameras,33131.81,16.39,Sup0057
Prod00306,Beverages Item 306,Grocery,Beverages,1002.05,24.38,Sup0035
Prod00307,Children Item 307,Books,Children,1094.1,7.78,Sup0023
Prod00308,Decor Item 308,Home & Kitchen,Decor,306.75,13.4,Sup0045
Prod00309,Cameras Item 309,Electronics,Cameras,47978.9,6.28,Sup0046
Prod00310,Cookware Item 310,Home & Kitchen,Cookware,11503.39,18.59,Sup0052
Prod00311,Footwear Item 311,Fashion,Footwear,2385.65,24.24,Sup0002
Prod00312,Comics Item 312,Books,Comics,691.31,24.95,Sup0030
Prod00313,Men Clothing Item 313,Fashion,Men Clothing,2083.62,0.36,Sup0003
Prod00314,Beverages Item 314,Grocery,Beverages,1161.07,17.05,Sup0020
Prod00315,Children Item 315,Books,Children,1740.81,2.87,Sup0041
Prod00316,Fitness Item 316,Sports,Fitness,6969.36,19.28,Sup0016
Prod00317,Fiction Item 317,Books,Fiction,541.31,19.72,Sup0049
Prod00318,Cameras Item 318,Electronics,Cameras,21810.97,4.78,Sup0012
Prod00319,Yoga Item 319,Sports,Yoga,5507.74,12.67,Sup0047
Prod00320,Outdoor Item 320,Sports,Outdoor,2060.72,3.9,Sup0019
Prod00321,Fitness Item 321,Sports,Fitness,,16.06,Sup0025
Prod00322,Cookware Item 322,Home & Kitchen,Cookware,1202.48,2.04,Sup0052
Prod00323,Staples Item 323,Grocery,Staples,802.95,5.44,Sup0034
Prod00324,Women Clothing Item 324,Fashion,Women Clothing,1394.06,15.98,Sup0023
Prod00325,Laptops Item 325,Electronics,Laptops,47651.47,22.57,Sup0036
Prod00326,Comics Item 326,Books,Comics,1145.0,9.03,Sup0029
Prod00327,Appliances Item 327,Home & Kitchen,Appliances,13371.32,19.3,Sup0040
Prod00328,Yoga Item 328,Sports,Yoga,1556.4,5.86,Sup0052
Prod00329,Men Clothing Item 329,Fashion,Men Clothing,4005.94,14.9,Sup0020
Prod00495,Watches Item 495,Fashion,Watches,2463.15,1.32,Sup0001
Prod00330,Headphones Item 330,Electronics,Headphones,21201.85,15.08,Sup0001
Prod00331,Fitness Item 331,Sports,Fitness,1701.34,24.28,Sup0049
Prod00332,Storage Item 332,Home & Kitchen,Storage,7216.44,10.89,Sup0045
Prod00333,Personal Care Item 333,Grocery,Personal Care,1108.79,8.12,Sup0060
Prod00334,Decor Item 334,Home & Kitchen,Decor,9882.84,20.08,Sup0040
Prod00335,Footwear Item 335,Fashion,Footwear,3696.74,20.82,Sup0019
Prod00336,Personal Care Item 336,Grocery,Personal Care,321.63,18.26,Sup0010
Prod00337,Children Item 337,Books,Children,199.92,0.26,Sup0025
Prod00338,Cookware Item 338,Home & Kitchen,Cookware,9793.76,7.92,Sup0056
Prod00339,Dairy Item 339,Grocery,Dairy,803.53,8.7,Sup0023
Prod00340,Team Sports Item 340,Sports,Team Sports,8185.61,7.04,Sup0010
Prod00341,Comics Item 341,Books,Comics,1188.08,7.84,Sup0039
Prod00342,Bags Item 342,Fashion,Bags,4040.5,24.89,Sup0003
Prod00343,Footwear Item 343,Fashion,Footwear,,8.0,Sup0003
Prod00344,Academic Item 344,Books,Academic,1271.82,15.33,Sup0039
Prod00345,Comics Item 345,Books,Comics,835.56,4.14,Sup0015
Prod00346,Storage Item 346,Home & Kitchen,Storage,3162.08,15.45,Sup0045
Prod00347,Snacks Item 347,Grocery,Snacks,603.34,16.05,Sup0046
Prod00348,Laptops Item 348,Electronics,Laptops,,7.31,Sup0026
Prod00349,Watches Item 349,Fashion,Watches,4611.36,12.54,Sup0012
Prod00350,Watches Item 350,Fashion,Watches,2364.25,6.29,Sup0045
Prod00351,Fiction Item 351,Books,Fiction,1480.79,15.32,Sup0011
Prod00352,Appliances Item 352,Home & Kitchen,Appliances,2557.54,18.27,Sup0042
Prod00353,Women Clothing Item 353,Fashion,Women Clothing,3873.9,12.36,Sup0014
Prod00354,Accessories Item 354,Electronics,Accessories,,3.75,Sup0042
Prod00355,Yoga Item 355,Sports,Yoga,1946.83,17.3,Sup0039
